_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
449,2235,235,COULTER AVE PARKETTE,Park,Playground,15 COULTER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2235/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.526783471117, 43.7047923422303]]}"
450,208,1015,SUYDAM PARK,Park,Playground,22 RELMAR RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/208/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4143615815333, 43.6899167497397]]}"
451,32,996,STANLEY G. GRIZZLE PARK,Park,Playground,21 CHISHOLM AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/32/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3027477461127, 43.6888452671791]]}"
452,1011,441,GREEN MEADOWS PARK - ETOBICOKE YORK,Park,Playground,20 NEWSTEAD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1011/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5347540892954, 43.6856083838998]]}"
453,1448,1151,WOOLNER PARK,Park,"Basketball Court, Dog Off-Leash Area, Outdoor Fitness Equipment, Playground",735 JANE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1448/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4924333593124, 43.6712884418902]]}"
454,2633,1530,SYMES - VIELLA PARKETTE,Park,None,66 SYMES RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2633/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478383355504, 43.6714582497588]]}"
455,2201,178,CHANDOS PARK SOUTH,Park,None,19 CHANDOS AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2201/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4412646040977, 43.6707774404643]]}"
456,15,499,HOME SMITH PARK,Park,"Firepit, Picnic Site, Washroom",4101 DUNDAS ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/15/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5012901707025, 43.6561596554616]]}"
457,2428,1387,LAMBETH CRESCENT PARKETTE,Park,None,27 LAMBETH CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2428/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5223083654838, 43.6625839437449]]}"
458,1748,922,SCARBORO CRESCENT PARK,Park,"Playground, Tennis Court, Washroom",61 UNDERCLIFF DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1748/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2418181700098, 43.7038058726171]]}"
459,2451,666,MALLOW PARK,Park,"Outdoor Fitness Equipment, Playground",8 MALLOW RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2451/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3424812281236, 43.741503378513]]}"
460,763,1017,SWEENEY PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",110 SWEENEY DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/763/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3160117346005, 43.7362132982385]]}"
461,2127,1528,SUNNYDENE PARK,Park,None,1958 BAYVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2127/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3798028293436, 43.7181329787604]]}"
462,348,970,SORAUREN AVENUE PARK,Park,"Ball Diamond, Dog Off-Leash Area, Sports Field, Tennis Court",289 SORAUREN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/348/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4430674797808, 43.6486487316384]]}"
463,863,870,REXLINGTON PARK,Park,"Ball Diamond, Playground",30 BERGAMOT AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/863/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5593488697291, 43.7165629817695]]}"
464,2141,1162,ADANAC PARK,Park,None,15 BELMUIR PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2141/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2285181154516, 43.7388711262201]]}"
465,849,683,MARTINGROVE GARDENS PARK,Park,"Ball Diamond, Playground, Tennis Court",31 LAVINGTON DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/849/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563336836914, 43.6891656137498]]}"
466,1008,1130,WILLOWRIDGE PARK,Park,Playground,10 EARLDOWN DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1008/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.572426588132, 43.6754166458783]]}"
467,1100,923,SCARBOROUGH HEIGHTS PARK,Park,Dog Off-Leash Area,27 FISHLEIGH DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1100/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.250308245039, 43.6987536575174]]}"
468,126,677,MARGARET FAIRLEY PARK,Park,Playground,100 BRUNSWICK AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/126/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4056276897653, 43.6602709688895]]}"
469,2753,307,DUPLEX PARKETTE,Park,None,2906 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2753/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4031193213782, 43.7213288613974]]}"
470,119,613,LAWRENCE PARK RAVINE,Park,"Outdoor Fitness Equipment, Playground, Tennis Court, Washroom",51 ALEXANDER MUIR RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/119/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3999718920189, 43.7222056893088]]}"
471,2542,675,HTO PARK WEST,Park,None,375 QUEENS QUAY W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2542/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3902225629546, 43.6374682825923]]}"
472,953,1104,WEST HUMBER PARKLAND,Park,"Outdoor Fitness Equipment, Playground",563 ALBION RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/953/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5613991839936, 43.734283652943]]}"
473,3674,49802,DUFFERIN HILL PARK,Park,None,1200 BRIAR HILL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3674/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.451797954817, 43.7026942032563]]}"
474,2711,28822,AVONSHIRE PARK,Park,Playground,125 HARRISON GARDEN BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2711/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4042680982394, 43.7580608358165]]}"
475,114,604,LANGFORD PARKETTE,Park,"Outdoor Fitness Equipment, Playground",26 LANGFORD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/114/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3415034303161, 43.6804639612844]]}"
476,813,144,BUTTONWOOD PARK,Park,"Pickleball Court, Playground, Tennis Court",30 MULHAM PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/813/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5208937115584, 43.6820428738713]]}"
477,2410,53,AVALON PARKETTE,Park,None,1700 KINGSTON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2410/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2635348900535, 43.6924725401332]]}"
478,2618,1574,WESTON - ST. PHILLIPS PARKETTE,Park,None,115 ST PHILLIPS RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2618/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5320133184084, 43.7057530893866]]}"
479,140,754,NICOL MACNICOL PARKETTE,Park,None,1 ELM RIDGE CIR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/140/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4328393899797, 43.7040168614306]]}"
480,2396,1367,JOHN STREET PARKETTE,Park,None,148 JOHN ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2396/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5122056979921, 43.7052268086125]]}"
481,2515,8,AGNES MACPHAIL SQUARE,Park,None,900 PAPE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2515/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3475952458533, 43.6855452838627]]}"
482,2023,18,ALDWYCH PARK,Park,Playground,134 ALDWYCH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2023/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3412312847997, 43.6850372294716]]}"
483,2001,1038,TICHESTER PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",27 TICHESTER RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2001/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4178684435303, 43.685411813282]]}"
484,236,775,OAKCREST PARKETTE,Park,"Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Playground",30 OAKCREST AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/236/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3114632588619, 43.6835309064862]]}"
485,2484,1375,KENNEDY - LAWRENCE PARKETTE,Park,None,60 MIKE MYERS DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2484/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2735980644711, 43.7481066632559]]}"
486,701,663,MAIDAVALE PARK,Park,"Ball Diamond, Playground",1031 BIRCHMOUNT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/701/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2778211629024, 43.7330608402981]]}"
487,71,956,SIR CASIMIR GZOWSKI PARK,Park,"Beach, Dog Off-Leash Area, Outdoor Fitness Equipment, Picnic Site, Playground, Washroom",2001 LAKE SHORE BLVD W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/71/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4661224501203, 43.6349793187188]]}"
488,2108,1626,ERICA STARK PARKETTE,Park,Playground,208 BAIN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2108/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3456813079528, 43.6725071204548]]}"
489,2362,1483,ROBERT LEEK MEMORIAL PARK,Park,Playground,3 HANOVER RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2362/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4670012625496, 43.737893026378]]}"
490,571,1117,WEXFORD PARK,Park,"Ball Diamond, Picnic Site, Playground, Washroom",55 ELM BANK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/571/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2967505475808, 43.7341057715388]]}"
491,2718,1182,BATHURST - WILSON PARKETTE,Park,None,3749 BATHURST ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2718/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4332215323722, 43.7370362991699]]}"
492,2114,716,MIKE BELA PARK,Park,None,1 BANBURY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2114/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3568877838193, 43.7353003206379]]}"
493,200,958,SIR WINSTON CHURCHILL PARK,Park,"Dog Off-Leash Area, Playground, Sports Field, Tennis Court, Washroom",301 ST CLAIR AVE W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/200/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4088607437294, 43.6828812987665]]}"
494,713,1108,WESTLAKE PARK,Park,"Ball Diamond, Playground",86 JASPER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/713/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4870388030122, 43.6815417213501]]}"
495,2085,1195,BLACK CREEK SITE EAST,Park,None,345 ALLIANCE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2085/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4850662482834, 43.6766898614283]]}"
496,2747,1949,SCARLETT BRIDGE PARKETTE,Park,None, SCARLETT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2747/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5068829825627, 43.6787829590702]]}"
497,2167,1206,BRENDWIN CIRCLE PARKETTE,Park,None, BRENDWIN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2167/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5015474880352, 43.6789334507962]]}"
498,611,246,CRUICKSHANK PARK,Park,"Outdoor Fitness Equipment, Picnic Site, Playground",2196 WESTON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/611/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5262594471622, 43.7021892224079]]}"
499,980,182,CHARLES SAURIOL CONSERVATION AREA,Park,"Outdoor Fitness Equipment, Playground",1191 LAWRENCE AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/980/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3221874628573, 43.7249630886082]]}"
500,448,153,PHIL GIVENS PARK,Park,Playground,99 CARIBOU RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/448/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4208601838189, 43.7191672971643]]}"
501,319,1077,VILLAGE OF YORKVILLE PARK,Park,None,115 CUMBERLAND ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/319/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3918046096295, 43.6699698590959]]}"
502,873,1102,WEST DEANE PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Tennis Court, Washroom",19 SEDGEBROOK CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/873/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5634940064006, 43.6639989620464]]}"
503,2175,130,BRISTOL AVENUE PARKETTE WEST,Park,Playground,30 BRISTOL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2175/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4387998452995, 43.6705808906291]]}"
504,2696,1150,WOOLENSCOTE PARKETTE,Park,None,13 WOOLENSCOTE CIR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2696/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6006759087579, 43.7326346580327]]}"
505,265,1086,WANLESS PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",250 WANLESS AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/265/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3920573344833, 43.7289322010806]]}"
506,1061,309,E.T. SETON PARK,Park,"Basketball Court, Disc Golf, Picnic Site, Washroom",73 THORNCLIFFE PARK DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1061/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3390544184959, 43.7094332498786]]}"
507,740,875,RIPPLETON PARK,Park,None,45 BANBURY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/740/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3607554288331, 43.7393569711091]]}"
508,3814,94308,BADGEROW PARKETTE,Park,None,369 A CARLAW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3814/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3418464530434, 43.6663819381969]]}"
509,2227,1246,CONNAUGHT CIRCLE PARKETTE,Park,None, CONNAUGHT CIR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2227/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4249948610775, 43.68916652813]]}"
510,2241,1251,CRESCENTWOOD PARK,Park,None,35 CRESCENTWOOD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2241/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.266167107165, 43.6855520063162]]}"
511,426,404,GEORGE WEBSTER PARK,Park,"Playground, Sports Field, Washroom",30 CHAPMAN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/426/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3009724276052, 43.7012959850266]]}"
512,2570,1485,ROSE VALLEY PARK,Park,None,70 BLACK CREEK BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2570/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5009750671499, 43.675915233987]]}"
513,2794,45182,BRISTOL AVENUE PARKETTE EAST,Park,None,25 BRISTOL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2794/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4376782178605, 43.6705050425206]]}"
514,860,840,PRINCESS MARGARET PARK,Park,Playground,1297 KIPLING AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/860/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5432077129239, 43.6665760523808]]}"
515,75,482,HIDEAWAY PARK,Park,"Dog Off-Leash Area, Outdoor Dry Pad, Playground",23 AUDLEY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/75/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3379559868594, 43.664705490514]]}"
516,2364,1340,HARTFIELD COURT PARKETTE,Park,None,50 HARTFIELD CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2364/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5236394925597, 43.6673897157149]]}"
517,1852,752,NESBITT PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",69 NESBITT DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1852/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3668582740191, 43.6931120357054]]}"
518,715,570,NORTH KEELESDALE PARK,Park,"Ball Diamond, Washroom",415 BLACK CREEK DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/715/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4824964468455, 43.6908623900999]]}"
519,3786,60782,HARRISON-DOVERCOURT PARKETTE,Park,Outdoor Ping Pong/Table Tennis,150 HARRISON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3786/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4247425866559, 43.6504432517537]]}"
520,2548,891,ROSEMOUNT GARDENS PARKETTE,Park,Playground,255 QUEENSLEA AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2548/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527590313357, 43.7067738347365]]}"
521,95,1304,FIONA NELSON PARKETTE,Park,None,45 IMPERIAL ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/95/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3982922510914, 43.6991644603823]]}"
522,391,1537,THE MISSION GROUND PARKETTE,Park,None,399 MERTON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/391/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.384442223364, 43.6982533027719]]}"
523,2344,1377,KILDONAN PARK,Park,None,66 NORWOOD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2344/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.303728205078, 43.6847564395481]]}"
524,315,835,PRIMROSE AVENUE PARKETTE,Park,Playground,120 PRIMROSE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/315/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4464392845604, 43.6714914651714]]}"
525,2651,1544,TOURAINE PARKETTE,Park,None,12 TOURAINE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2651/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4396739453423, 43.7339104933411]]}"
526,2660,1073,VEROBEACH PARKETTE,Park,Playground,135 VEROBEACH BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2660/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5439504495549, 43.7350691931143]]}"
527,2433,610,LAURENTIDE PARK,Park,None,110 LAURENTIDE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2433/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3368686448766, 43.7549935237973]]}"
528,2717,45,ARLINGTON PARKETTE,Park,Playground,460 ARLINGTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2717/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4334146867407, 43.6914432653416]]}"
529,3545,59608,BEECROFT LINEAR PARK,Park,None,510 BEECROFT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3545/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4174664576782, 43.77459151159]]}"
530,1059,306,DUNN AVENUE PARKETTE,Park,None,225 DUNN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1059/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4334717108104, 43.6394939983686]]}"
531,867,895,ROTARY PEACE PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",25 ELEVENTH ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/867/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5068692870492, 43.5947627654434]]}"
532,2568,233,COSBURN PARK,Park,"Tennis Court, Washroom",115 ROOSEVELT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2568/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3302786222326, 43.6929471263952]]}"
533,2099,1173,AUSTIN TERRACE BOULEVARD LANDS,Park,None, AUSTIN TER,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2099/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4109989497447, 43.6782419875496]]}"
534,127,358,FAIRMOUNT PARK,Park,"Ball Diamond, Firepit, Outdoor Ping Pong/Table Tennis, Pickleball Court, Playground, Sports Field, Tennis Court",1725 GERRARD ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/127/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3157246828081, 43.6758927887358]]}"
535,2249,425,GLEN SHEPPARD PARK,Park,"Playground, Sports Field",905 DANFORTH RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2249/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2501322431387, 43.7276187321779]]}"
536,632,175,CHALKFARM PARK,Park,"Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court",2230 JANE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/632/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5153050051708, 43.7251242404364]]}"
537,2236,238,COXWELL AVENUE PARKETTE,Park,Basketball Court,429 COXWELL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2236/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3207265471604, 43.677893661242]]}"
538,2283,664,MAIN SEWAGE TREATMENT PLAYGROUND,Park,"Ball Diamond, Sports Field",1091 EASTERN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2283/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3178439280873, 43.6633863008744]]}"
539,216,1018,SYMINGTON AVENUE PLAYGROUND,Park,"Ball Diamond, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Tennis Court",431 PERTH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/216/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4522856824199, 43.666706102709]]}"
540,406,447,GUILD PARK AND GARDENS,Park,Washroom,201 GUILDWOOD PKWY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/406/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.1918974132225, 43.7465778090197]]}"
541,974,285,DONNYBROOK PARK,Park,Playground,43 LOYALIST RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/974/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5207004271259, 43.6531548196053]]}"
542,2392,1364,JACKSON PARKETTE,Park,None,104 THE KINGSWAY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2392/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5111066888333, 43.6531372064345]]}"
543,368,210,CLOUD GARDENS,Park,None,14 TEMPERANCE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/368/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3797165089155, 43.6511843140751]]}"
544,2389,1683,CHAUNCEY - ISLINGTON PARKETTE,Park,None,1116 ISLINGTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2389/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.521118880237, 43.6377653994245]]}"
545,2192,1815,JANE OSLER PARK,Park,None, CARTWRIGHT AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2192/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4600122396617, 43.7233680144501]]}"
546,3703,58889,PESSOA PARK,Park,None,405 DUFFERIN ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3703/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4286998925682, 43.643410518505]]}"
547,2374,183,CHARLES SAURIOL PARKETTE,Park,None,4 HILLSIDE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2374/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3570555111895, 43.6856305330459]]}"
548,151,544,JEAN SIBELIUS SQUARE,Park,"Picnic Site, Playground, Washroom",50 KENDAL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/151/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4087961518939, 43.6714476735726]]}"
549,102,807,PAUL KANE HOUSE PARKETTE,Park,None,56 WELLESLEY ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/102/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3822077759743, 43.6657593609103]]}"
550,307,832,POTTERY PLAYGROUND,Park,Playground,601 MERTON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/307/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3784968971666, 43.6995077135555]]}"
551,1471,928,SCARLETT MILLS PARK,Park,Tennis Court,235 EDENBRIDGE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1471/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5106471931552, 43.6757474797456]]}"
552,154,1222,CASA LOMA PARKETTE,Park,None,328 A WALMER RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/154/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4107712078463, 43.6789692783754]]}"
553,2102,883,ROBERTSON DAVIES PARK,Park,None,275 AVENUE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2102/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3976358639293, 43.6785904316936]]}"
554,213,757,NORDHEIMER RAVINE,Park,None,326 SPADINA RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/213/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4126187416069, 43.6829395192894]]}"
