price,address,mls,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Lockers,Maintenance,Taxes,Tax Year,Central A/C Included,Common Elements Included,Water Included,Amenity,Feature,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Building Insurance Included,Cable Included,Heating Included,Hydro Included,Parking Included,Virtual Tour,Parking Space,Parking Description,Locker Quantity,Locker Level,Locker Number,Bedrooms Plus,Rooms Plus,Water supply,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Pool,Sewer,Parcel Number,Zoning,Exterior Features,Parking Charges,Energy Certificate,Green PIS,Kitchens Plus,Electricity,Gas,Cable,Telephone,Retirement,UFFI,Lot Irregularities,Handicap Equipped,Assesment Year,Parcel of Tied Land,Acres,Structure,Waterfront,Open House Date,Open House Start,Open House Finished,Water Supply,Assessment,Waterfront Features,Shore Allow,Shoreline Exposure,Transaction Type,Property Type,Attachment,Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Half Bathrooms,Flooring,Basement Status,Heating Fuel,Cooling,Total Stories,Parking Space (A),Parking Spaces (Total),Water,Location Description,Community Name,Size,Size Irregular,Depth,Size (Frontage),Video,Additional Monthly Fee,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Water Source,Appliances,Basement Features,Foundation,Lot Features,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Area Influence,Ceil Height (ft),Survey,Building Area Total,Alternate MLSN umber,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Kitchen Appliances,Window Features,Total Bathrooms,Main Level Bathrooms,Interior Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,INumber Of 2 Piece Bathrooms,Number Of Rooms Above Grade,Baths On Level Second Count,Baths Total Rooms,Number Of 4 Piece Bathrooms,Beds On Level Second Count,Kitchens Total,Beds Above Grade,Number Of Rooms Below Grade,Driveway Parking,Open Parking Spaces,Covered Spaces,Attached Garage,Open Parking,Association Fee Frequency,Directions,FarmLandAreaUnits,Frontage Type �,Lot Size Dimensions,Acres Range,Orig_lp_cd,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Com_cn_fee,Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
"$1,324,999",39 Birrell Avenue,MLS® E9398306,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', 'Br', 'Br', 'Br', 'Living', 'Br', 'Br', 'Kitchen']","['3.28 x 7.98', '3.28 x 7.98', '3.35 x 4.75', '3.12 x 4.22', '4.72 x 5.69', '3.35 x 3.40', '3.35 x 3.78', '2.69 x 3.02', '4.17 x 4.34', '2.99 x 3.90', '3.23 x 3.30', '2.36 x 3.33']","['Laminate, Combined W/Dining', 'Laminate, Combined W/Living', 'Ceramic Floor, Eat-In Kitchen, Quartz Counter', 'Laminate, W/O To Yard, Fireplace', 'Laminate, 4 Pc Ensuite, Double Closet', 'Laminate, Large Closet, Large Window', 'Laminate, Large Closet, Large Window', 'Laminate, Large Closet, Large Window', 'Vinyl Floor', 'Vinyl Floor', 'Vinyl Floor', 'Quartz Counter']",Sale,Detached,2-Storey,,31-50,Toronto,Rouge E11,4.0,4.0,1.0,8.0,Y,,,,Central Air,Y,,,,Apartment,,Forced Air,Brick,Attached,,,2.0,4.0,,,4534.94,2024.0,,,,,Public Transit,Morningside & Morning View,Toronto E11,,,,,,,,,https://realfeedsolutions.com/vtour/39BirrellAve/index_.php,,,,,,2.0,4.0,Municipal,Private,2.0,"PARCEL 246-1,  SECTION M2209 LOT 246,  PLAN 66M2209,  SUBJ TO RGT AS IN C618906 SCARBOROUGH ,  CITY OF TORONTO",S,34.77,111.54,Feet,,Sewers,60540215.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8176355,-79.20151109999999
"$4,059,000",102 Robert Street,MLS® C9398259,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', 'Loft', 'Rec', 'Exercise', 'Utility']","['4.83 x 6.86', '4.42 x 5.03', '4.11 x 6.20', '3.99 x 6.18', '4.09 x 4.95', '3.63 x 3.66', '3.61 x 3.89', '3.66 x 5.16', '6.38 x 6.63', '3.30 x 3.84', '1.60 x 3.81']","['Hardwood Floor, Marble Fireplace, Sliding Doors', 'Hardwood Floor, O/Looks Living, Open Concept', 'Hardwood Floor, B/I Appliances, Marble Counter', 'Hardwood Floor, Open Concept, Window Flr to Ceil', 'Hardwood Floor, W/I Closet, 5 Pc Ensuite', 'Hardwood Floor, B/I Closet, O/Looks Frontyard', 'Hardwood Floor, B/I Closet, 4 Pc Ensuite', 'Hardwood Floor, Walk-Out, Window Flr to Ceil', 'Stone Floor, Pot Lights, Wet Bar', 'Stone Floor, Closet, 4 Pc Bath', 'Stone Floor, Laundry Sink, Combined W/Rec']",Sale,Detached,3-Storey,3000-3500,15-Jun,Toronto,University,3.0,5.0,1.0,9.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,1.0,2.0,,,17982.36,2024.0,,,,,Hospital,Spadina Ave and Harbord St,Toronto C01,,,,,,,,,https://www.youtube.com/watch?v=9NtShi5tR10,,,,,,,4.0,Municipal,Private,1.0,PT LT 15 W/S ROBERT ST PL D10 TORONTO AS IN CT495843; CITY OF TORONTO,W,33.55,98.32,Feet,,Sewers,212340316.0,,Wood,,,,,,,,,,,,,,,< .50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6602773,-79.4031438
"$1,550,000",76 Stavely Crescent,MLS® W9398099,"['Kitchen', 'Living', 'Den', 'Prim Bdrm', '2nd Br', '3rd Br', 'Great Rm']","['N/A', 'N/A', '3.76 x 4.09', '3.30 x 4.16', '3.12 x 3.50', '2.87 x 4.04', '9.22 x 7.62']","['Granite Counter, Breakfast Area, Stainless Steel Appl', 'Hardwood Floor, California Shutters, Gas Fireplace', 'Hardwood Floor, California Shutters, Closet', 'Hardwood Floor, California Shutters, Closet', 'Hardwood Floor, California Shutters, Closet', 'Hardwood Floor, California Shutters, Closet', 'L-Shaped Room, 3 Pc Ensuite, Open Concept']",Sale,Detached,2-Storey,,,Toronto,Rexdale-Kipling,3.0,3.0,1.0,6.0,N,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Stucco/Plaster,Attached,,,2.0,4.0,,,4999.8,2024.0,,,,,,Rexdale Blvd / Kipling Ave,Toronto W10,,,,,,,,,https://tours.virtualgta.com/2271406?idx=1,,,,,,,1.0,Municipal,Pvt Double,2.0,"LOT 24,  PLAN 4704 ETOBICOKE ,  CITY OF TORONTO",W,80.0,120.0,Feet,,Sewers,73360079.0,,,,,N,,,,,,,,,,,N,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7155455,-79.563
"$899,900",95 Rogers Road,MLS® C9398080,"['Sunroom', 'Foyer', 'Living', 'Dining', 'Kitchen', 'Br', 'Prim Bdrm', 'Br', 'Bathroom', 'Utility', 'Bathroom', 'Family']","['1.37 x 2.57', '1.91 x 3.73', '3.20 x 4.01', '2.84 x 4.42', '2.24 x 4.24', '2.34 x 3.17', '2.77 x 4.09', '3.10 x 3.43', '1.98 x 2.36', '2.77 x 3.81', '1.12 x 1.83', '4.04 x 5.11']","['', '', '', '', '', '', '', '', '3 Pc Bath', '', '3 Pc Bath', '']",Sale,Detached,2-Storey,700-1100,51-99,Toronto,Oakwood Village,3.0,2.0,1.0,7.0,N,,,,,N,,,,Part Fin,,Radiant,Brick,Detached,,,1.0,2.0,,,3244.8,2024.0,,,,,,Dufferin St to Rogers Rd,Toronto C03,,,,,,,,,,,,,,,,1.0,Municipal,Mutual,1.0,"PCL 53-1 SEC M430; LT 53 S/S ROGERS RD PL M430 YORK T/W A ROW FOR PEDESTRIANS AND VEHICLES IN,  OVER,  ALONG AND UPON THE ELY 3 FEET 6 INCHES OF THE NLY 70 FEET OF LT 54 ON SAID PL M430; S/T A ROW FOR PEDESTRIANS AND VEHICLES IN,  OVER,  ALONG AND UPON THE WL",N,23.0,100.0,Feet,,Sewers,104750004.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9432122,-78.4948797
"$1,049,000",40 Claremore Avenue,MLS® E9398001,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Laundry']","['3.75 x 4.00', '2.90 x 3.70', '3.20 x 5.20', '3.20 x 5.20', '4.50 x 5.20', '3.00 x 3.30', '3.10 x 3.30', '3.40 x 5.00', '3.30 x 3.40']","['Hardwood Floor, O/Looks Dining', 'Hardwood Floor, O/Looks Living', 'O/Looks Backyard, Double Sink, Ceramic Floor', 'O/Looks Backyard, Combined W/Kitchen, Ceramic Floor', 'Hardwood Floor, O/Looks Frontyard, Closet', 'Double Closet, Hardwood Floor', 'O/Looks Backyard, Hardwood Floor', 'Above Grade Window, 3 Pc Bath, Panelled', '']",Sale,Detached,2-Storey,,,Toronto,Birchcliffe-Cliffside,3.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Built-In,,,2.0,3.0,,,3798.0,2024.0,,,,,Public Transit,Kennedy Rd/Kingston Rd,Toronto E06,,,,,,,,,https://listingsto.ca/40-claremore-ave/,,,,,,,3.0,Municipal,Private,1.0,PLAN M388 PT LOT 798 RP 2585 PART 2,W,25.52,120.15,Feet,,Sewers,64320072.0,,,,,,,,,,,,,,,,,,,,00:00.0,12:00 PM,2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7067585,-79.2553521
"$915,000",14 Milkwood Avenue,MLS® W9397954,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Br', 'Br', 'Kitchen', 'Br', 'Br']","['3.35 x 3.56', '2.74 x 4.91', '2.46 x 4.35', '2.86 x 4.14', '2.77 x 4.05', '2.85 x 2.83', '2.13 x 3.90', '2.44 x 3.71', '2.71 x 2.52']","['Open Concept, Combined W/Dining, Laminate', 'Open Concept, Combined W/Living, Laminate', 'Updated, Window, W/O To Deck', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window, Closet', 'Porcelain Floor, Window', 'Laminate, Closet, Window', 'Laminate, Closet']",Sale,Detached,Backsplit 3,,,Toronto,West Humber-Clairville,3.0,4.0,1.0,5.0,N,,,,Central Air,N,,,,Finished,,Forced Air,Brick,,,,4.0,4.0,,,3283.18,2024.0,,,,,Park,Martin Grove Rd / Milkwood Ave,Toronto W10,,,,,,,,,,,,,,,2.0,3.0,Municipal,Private,0.0,"LOT 2,  PLAN 8728,  S/T EB363925 ETOBICOKE ,  CITY OF TORONTO",N,50.0,110.0,Feet,,Sewers,73620122.0,,,,,,1.0,,,,,,,,,,,,Garden Shed,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7297208,-79.5914846
"$X,XXX,XXX",65 Lexfield Avenue,MLS® W9397941,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Kitchen', 'Rec', '4th Br', 'Utility']","['3.65 x 5.34', '2.75 x 3.04', '2.75 x 3.35', '3.29 x 4.09', '2.89 x 3.78', '2.72 x 2.73', '3.43 x 4.99', '3.50 x 5.18', '2.60 x 5.18', '3.15 x 4.09']","['Hardwood Floor, Combined W/Dining, L-Shaped Room', 'Hardwood Floor, Combined W/Living, Crown Moulding', 'Marble Floor, Modern Kitchen, Renovated', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet, Walk Through', 'Tile Floor, Large Closet, Eat-In Kitchen', 'Laminate, 3 Pc Bath', 'Laminate, Window', '']",Sale,Detached,Bungalow,,,Toronto,Downsview-Roding-CFB,3.0,2.0,2.0,6.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,8.0,9.0,,,4563.55,2024.0,,,,,Park,Wilson & Lexfield,Toronto W05,,,,,,,,,https://my.matterport.com/show/?m=ZfWSUDbnMwD,,,,,,1.0,,Municipal,Private,1.0,Plan 4691 Lot 61,E,54.9,125.0,Feet,,Sewers,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.728975,-79.4982675
"$1,749,000",54 Robin Hood Road,MLS® W9397792,"['Kitchen', 'Living', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', 'Study', 'Rec', 'Br']","['5.82 x 3.96', '6.10 x 3.66', '3.05 x 3.40', '3.45 x 4.04', '3.35 x 3.15', '2.74 x 4.04', '2.74 x 3.23', '6.48 x 3.43', '2.74 x 3.23']","['W/O To Yard, Centre Island, Large Window', 'Hardwood Floor, Combined W/Dining', 'Hardwood Floor, Combined W/Living', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Laminate', 'Laminate']",Sale,Detached,1 1/2 Storey,,51-99,Toronto,Edenbridge-Humber Valley,4.0,3.0,1.0,7.0,N,,,,Central Air,Y,,,,Finished,N,Forced Air,Brick,Attached,,,4.0,5.0,,,7861.0,2024.0,,,,,Golf,Islington/Dundas,Toronto W08,,,,,,,,,https://lissacline.com/property-listing/3429/,,,,,,,,Municipal,Pvt Double,1.0,"LT 30,  PL 3477 ; S/T RIGHT AS IN EB96461 ; ETOBICOKE ,  CITY OF TORONTO",N,55.0,125.0,Feet,,Sewers,74830099.0,,,,N,N,,,,,,N,No,,N,,N,,Garden Shed,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3151611,-0.5974574
"$8,350,000",25 Misty Crescent,MLS® C9397781,"['Family', 'Dining', 'Living', 'Kitchen', 'Study', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec', 'Br']","['6.00 x 6.65', '4.42 x 5.74', '4.42 x 5.16', '6.50 x 6.81', '3.86 x 5.11', '4.50 x 7.39', '3.61 x 5.46', '3.38 x 5.46', '3.84 x 4.90', '3.73 x 4.57', '8.53 x 11.35', '4.62 x 8.31']","['Broadloom, Gas Fireplace, Vaulted Ceiling', 'B/I Bar, Marble Floor, Large Window', 'Broadloom, Window Flr to Ceil, Sunken Room', 'Updated, Breakfast Area, W/O To Patio', 'B/I Bookcase, Broadloom, Picture Window', 'Gas Fireplace, W/I Closet, 6 Pc Ensuite', 'Double Closet, Broadloom, Semi Ensuite', 'Semi Ensuite, Double Closet, Broadloom', 'Broadloom, Semi Ensuite, Double Closet', 'B/I Shelves, Broadloom, Semi Ensuite', 'Wet Bar, Fireplace, Walk-Up', '4 Pc Ensuite, Double Closet, Broadloom']",Sale,Detached,2-Storey,,,Toronto,Banbury-Don Mills,5.0,6.0,1.0,10.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Concrete,Attached,,,9.0,13.0,,,29784.63,2024.0,,,,,,York Mills/Bayview,Toronto C13,,,,,,,,,https://media.amazingphotovideo.com/videos/01925d69-18c1-72fe-aec9-3cbb85601dfe,,,,,,1.0,3.0,Municipal,Circular,4.0,"PARCEL 28-1,  SECTION M1290 LOT 28,  PLAN 66M1290 TWP OF YORK/NORTH YORK ,  CITY OF TORONTO",S,77.06,176.38,Feet,Inground,Sewers,101260100.0,,,,,,,,,,,,,Pies Out To 157.11 On Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7444961,-79.3767587
"$1,299,000",194 Gamma Street,MLS® W9397735,"['Living', 'Dining', 'Kitchen', 'Den', 'Prim Bdrm', 'Br', 'Br', 'Br', 'Kitchen', 'Br', 'Rec']","['7.45 x 4.65', '3.42 x 4.44', '3.66 x 6.95', '3.43 x 3.21', '4.75 x 4.22', '4.69 x 3.54', '2.88 x 3.12', '3.83 x 4.00', '2.40 x 3.40', '2.50 x 3.30', '3.60 x 3.40']","['W/O To Yard', 'Hardwood Floor, Picture Window', 'Eat-In Kitchen, Stone Counter, W/O To Yard', 'Hardwood Floor, Picture Window', '4 Pc Ensuite', 'Picture Window, Closet', 'Picture Window, Closet', 'Picture Window, Closet', '', '', '']",Sale,Detached,2-Storey,2000-2500,,Toronto,Alderwood,4.0,4.0,1.0,8.0,Y,,,,Central Air,N,,,,Finished,,Forced Air,Brick,,,,6.0,6.0,,,5379.0,2024.0,,,,,,Horner Ave & Browns Line,Toronto W06,,,,,,,,,https://www.goldvirtualtours.ca/unbranded/194-gamma-street,,,,,,1.0,3.0,Municipal,Private,0.0,"LT 6,  PL 2418 ; ETOBICOKE ,  CITY OF TORONTO",W,50.0,106.0,Feet,,Sewers,75840142.0,,Vinyl Siding,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.60615749999999,-79.5387642
"$3,375,000",5 Braemar Avenue,MLS® C9397687,"['Foyer', 'Living', 'Mudroom', 'Kitchen', 'Family', 'Breakfast', 'Prim Bdrm', 'Office', '2nd Br', '3rd Br', 'Media/Ent', '4th Br']","['1.88 x 2.29', '6.78 x 5.89', '1.90 x 1.59', '6.65 x 3.89', '5.20 x 3.94', '3.23 x 2.69', '5.56 x 4.95', '2.69 x 3.66', '3.30 x 3.66', '4.60 x 3.40', '7.06 x 5.69', '3.76 x 2.49']","['Tile Floor, Double Closet, Closet Organizers', 'Large Window, Hardwood Floor, Combined W/Dining', 'Double Closet, Tile Floor, Walk-Out', 'B/I Appliances, O/Looks Family, Hardwood Floor', 'Sunken Room, Gas Fireplace, Large Window', 'W/O To Garden, O/Looks Family, Balcony', '5 Pc Ensuite, O/Looks Backyard, W/O To Balcony', 'B/I Desk, Glass Doors, Hardwood Floor', 'Double Closet, Large Window, Hardwood Floor', 'East West View, Double Closet, Hardwood Floor', 'Renovated, Large Closet, 3 Pc Bath', 'Tile Floor']",Sale,Detached,2-Storey,3000-3500,15-Jun,Toronto,Yonge-Eglinton,3.0,4.0,1.0,11.0,Y,,,,Central Air,Y,,,,Finished,N,Forced Air,Brick,Detached,,,4.0,6.0,,,15872.26,2024.0,,,,,Library,"1 Block West of Avenue Road,  Just North of Chaplin Crescent",Toronto C03,,,,,,,,,https://www.winsold.com/tour/355694,,,,,,,,Municipal,Private,2.0,LT 31 PL 645E TORONTO; CITY OF TORONTO,E,35.0,130.0,Feet,,Sewers,211810070.0,,Other,,N,N,,Y,Y,Y,Y,N,No,Private Driveway,N,,N,,Workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69969529999999,-79.40750190000001
"$3,199,000",277 Crawford Street,MLS® C9397588,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', 'Family', 'Br', 'Br', 'Br', 'Br', 'Rec', 'Workshop']","['3.86 x 4.27', '3.88 x 5.00', '3.02 x 4.14', '1.93 x 2.92', '2.82 x 4.47', '3.48 x 4.34', '2.84 x 4.14', '3.12 x 4.35', '3.07 x 4.24', '3.02 x 4.09', '4.49 x 5.96', '4.34 x 6.93']","['Hardwood Floor, Fireplace, Window', 'Hardwood Floor, Combined W/Kitchen, Window', 'Tile Floor, B/I Dishwasher, Breakfast Bar', 'Tile Floor, Skylight, W/O To Deck', 'Hardwood Floor, W/I Closet, O/Looks Backyard', 'Hardwood Floor, Fireplace, Bay Window', 'Hardwood Floor, Window', 'Hardwood Floor, West View', 'Hardwood Floor, West View', 'Hardwood Floor, East View', 'Concrete Floor, Combined W/Kitchen, W/O To Yard', 'Concrete Floor, Skylight']",Sale,Detached,3-Storey,,,Toronto,Trinity-Bellwoods,6.0,3.0,1.0,13.0,Y,,,,Wall Unit,Y,,,,Unfinished,,Radiant,Brick,Detached,,,2.0,2.0,,,9706.0,2024.0,,,,,School,Crawford St and Dundas St W,Toronto C01,,,,,,,,,,,,,,,,3.0,Municipal,Lane,2.0,PT LT 8 BLK J PL 399 CITY WEST AS IN CT960410 CITY OF TORONTO,E,25.0,112.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.3510065,149.2327357
"$1,959,000",478 Glenlake Avenue,MLS® W9397447,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Br', 'Living', 'Kitchen', 'Br', 'Br', 'Living', 'Dining', 'Kitchen']","['4.20 x 5.54', '3.92 x 4.28', '2.72 x 2.73', '2.95 x 2.11', '3.39 x 3.59', 'N/A', 'N/A', 'N/A', 'N/A', '5.79 x 6.39', '5.79 x 6.39', '2.52 x 3.57']","['Hardwood Floor, Bay Window, French Doors', 'Hardwood Floor', 'Laminate, Double Sink', 'W/O To Deck', 'Hardwood Floor', 'Hardwood Floor', 'Laminate, W/O To Deck', 'Hardwood Floor', 'Hardwood Floor', 'Electric Fireplace', 'Open Concept', 'Eat-In Kitchen']",Sale,Detached,2-Storey,,,Toronto,High Park North,3.0,3.0,3.0,8.0,N,,,,,N,,,,Apartment,,Water,Brick,Detached,,,1.0,2.0,,,8619.23,2024.0,,,,,,Bloor/ Clendenan,Toronto W02,,,,,,,,,https://my.matterport.com/show/?m=dUjvvhSa16u&brand=0,,,,,,1.0,3.0,Municipal,Mutual,1.0,Plan M480 PT Lots 30+31,N,30.0,100.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6551737,-79.4725052
"$3,399,000",6C Wychwood Park,MLS® C9397455,"['Kitchen', 'Living', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Br', 'Exercise', 'Laundry']","['3.17 x 3.30', '4.01 x 7.13', '3.17 x 2.90', '4.01 x 4.03', '4.01 x 2.95', '3.30 x 2.93', '3.87 x 7.50', '3.87 x 3.97', '3.14 x 3.65', '3.14 x 5.50']","['Hardwood Floor, Window', 'Fireplace, Hardwood Floor, South View', 'Hardwood Floor, O/Looks Living, Fireplace', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window', 'Fireplace, Window', 'Window', '', '']",Sale,Detached,Bungalow,,,Toronto,Wychwood,3.0,2.0,1.0,8.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,2.0,4.0,,,15300.03,2024.0,,,,,Library,Bathurst St & St Clair Ave W,Toronto C02,,,,,,,,,,,,,,,1.0,,Municipal,Pvt Double,2.0,Pt Lt 10 Pl 1092 Wychwood Bracondale Dovercourt,N,62.73,199.5,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0494946,-2.3959491
