link,strikethrough_price,sold_price,property_type,address,date,lat,long
/on/etobicoke-real-estate/1203-1300-islington-ave/home/MB5bO3xAMogYkWVP/,"$798,000","$798,000",Condo Apt,"1203 - 1300 Islington Ave , Etobicoke - Islington-City Centre West",2023-10-27,43.6495823,-79.5266035
/on/etobicoke-real-estate/1211-80-esther-lorrie-dr/home/BGMnKYqA8bYw1Qrq/,"$478,000","$510,000",Condo Apt,"1211 - 80 Esther Lorrie Dr , Etobicoke - Rexdale-Kipling",2023-10-27,43.731918,-79.57693739999999
/on/etobicoke-real-estate/12-cannon-rd/home/VgAaOyL824zyGxMb/,"$1,289,000","$1,200,000",Detached,"12 Cannon Rd , Etobicoke - Stonegate-Queensway",2023-10-27,43.6342755,-79.48669939999999
/on/etobicoke-real-estate/3-bosworth-ave/home/2Z5BX3258ql7Dar0/,"$1,899,888","$1,875,000",Detached,"3 Bosworth Ave , Etobicoke - Edenbridge-Humber Valley",2023-10-27,43.6789219,-79.51840519999999
/on/etobicoke-real-estate/16-storey-cres/home/RdXze3emv0O38m9K/,"$1,299,900","$1,375,000",Detached,"16 Storey Cres , Etobicoke - Eringate-Centennial-West Deane",2023-10-27,43.66780259999999,-79.5636176
/on/etobicoke-real-estate/98-delroy-dr/home/VaD6p78eo0k3wRQr/,"$999,900","$1,070,000",Detached,"98 Delroy Dr , Etobicoke - Stonegate-Queensway",2023-10-27,43.6300552,-79.50234499999999
/on/etobicoke-real-estate/1507-110-marine-parade-dr/home/BGMnKYq5EqKYw1Qr/,"$589,900","$580,000",Condo Apt,"1507 - 110 Marine Parade Dr , Etobicoke - Mimico",2023-10-27,43.6253774,-79.47817529999999
/on/etobicoke-real-estate/3913-30-shore-breeze-dr-n/home/oK8OgYBL5P57JmG2/,"$748,800","$733,500",Condo Apt,"3913 - 30 Shore Breeze Dr N , Etobicoke - Mimico",2023-10-27,43.62377619999999,-79.47963299999999
/on/etobicoke-real-estate/140-stevenson-rd/home/gJRv53Kbzoo7VPW4/,"$999,999","$1,070,000",Detached,"140 Stevenson Rd , Etobicoke - Mount Olive-Silverstone-Jamestown",2023-10-26,43.7442323,-79.59311079999999
/on/etobicoke-real-estate/204-335-mill-rd/home/owJKR7PWG4gyXeLP/,"$454,900","$471,000",Condo Apt,"204 - 335 Mill Rd , Etobicoke - Eringate-Centennial-West Deane",2023-10-26,43.6399968,-79.5845295
/on/etobicoke-real-estate/9-allenby-ave/home/9w8o3m5qDZd3GKjm/,"$2,090,000","$1,950,000",Multiplex,"9 Allenby Ave , Etobicoke - Elms-Old Rexdale",2023-10-26,43.71138240000001,-79.5524835
/on/etobicoke-real-estate/265-birmingham-st/home/zVwod7vnENo75mGN/,"$1,199,000","$1,100,000",Detached,"265 Birmingham St , Etobicoke - New Toronto",2023-10-26,43.6006553,-79.5171233
/on/etobicoke-real-estate/30-oxenden-cres/home/0MWBVyZvwv5yKemj/,"$1,549,000","$1,380,000",Detached,"30 Oxenden Cres , Etobicoke - Eringate-Centennial-West Deane",2023-10-26,43.6545588,-79.57972459999999
/on/etobicoke-real-estate/608-2000-islington-ave/home/weQp5yOVdrJYd0ZE/,"$764,500","$764,500",Condo Apt,"608 - 2000 Islington Ave , Etobicoke - Kingsview Village-The Westway",2023-10-26,43.69824209999999,-79.5479308
/on/etobicoke-real-estate/2509-16-brookers-lane/home/0J6Em7b9vznyXBeq/,"$828,000","$800,000",Condo Apt,"2509 - 16 Brookers Lane , Etobicoke - Mimico",2023-10-25,43.6269107,-79.4786185
/on/etobicoke-real-estate/16-bernice-ave/home/N0A9X3j29PD3vgxV/,"$1,699,000","$1,685,000",Detached,"16 Bernice Ave , Etobicoke - Stonegate-Queensway",2023-10-25,43.6384538,-79.49919
/on/etobicoke-real-estate/512-5-rowntree-rd/home/mLzQ1y5eeqMyqdeK/,"$629,000","$615,000",Condo Apt,"512 - 5 Rowntree Rd , Etobicoke - Mount Olive-Silverstone-Jamestown",2023-10-25,43.7494792,-79.5807578
/on/etobicoke-real-estate/904-7-michael-power-pl-s/home/obqB176LKxwYZajD/,"$588,800","$580,000",Condo Apt,"904 - 7 Michael Power Pl Pl , Etobicoke - Islington-City Centre West",2023-10-25,43.6445123,-79.52937969999999
/on/etobicoke-real-estate/1810-714-the-west-mall-dr/home/NAKv53DlePr3MnxB/,"$599,900","$570,000",Condo Apt,"1810 - 714 The West Mall Dr , Etobicoke - Eringate-Centennial-West Deane",2023-10-25,43.6568866,-79.57077029999999
/on/etobicoke-real-estate/20-park-lane/home/XeEn7X6p8JKYrPo8/,"$999,000","$1,000,000",Detached,"20 Park Lane , Etobicoke - Stonegate-Queensway",2023-10-25,43.6327119,-79.4936274
/on/etobicoke-real-estate/427-1185-the-queensway-ave/home/dXawjy4Z0Wm3rR18/,"$547,888","$522,000",Condo Apt,"427 - 1185 The Queensway , Etobicoke - Islington-City Centre West",2023-10-25,43.6218008,-79.5215288
/on/etobicoke-real-estate/24-athol-ave/home/weQp5yOoa4Byd0ZE/,"$999,880","$1,182,500",Detached,"24 Athol Ave , Etobicoke - Stonegate-Queensway",2023-10-25,43.62739750000001,-79.5146371
/on/etobicoke-real-estate/1808-5229-dundas-st-w/home/NkKJ3JdBwJeyd4V6/,"$795,000","$790,000",Condo Apt,"1808 - 5229 Dundas St W , Etobicoke - Islington-City Centre West",2023-10-25,43.6394019,-79.536546
/on/etobicoke-real-estate/46-2012-martin-grove-rd-n/home/gJRv53KQeRXyVPW4/,"$699,900","$705,000",Condo Townhouse,"46 - 2012 Martin Grove Rd N , Etobicoke - West Humber-Clairville",2023-10-25,43.7410214,-79.59432869999999
/on/etobicoke-real-estate/ph301-88-palace-pier-crt/home/MWBVyZ94ldgYKemj/,"$974,900","$960,000",Condo Apt,"Ph301 - 88 Palace Pier Crt , Etobicoke - Mimico",2023-10-24,43.6308105,-79.4753542
/on/etobicoke-real-estate/1503-205-sherway-gardens-rd/home/EeVbOYEkozV7x2P0/,"$528,888","$515,000",Condo Apt,"1503 - 205 Sherway Gardens Rd , Etobicoke - Islington-City Centre West",2023-10-24,43.60974119999999,-79.5571642
/on/etobicoke-real-estate/2-canerouth-dr/home/ZNkKJ3J0ENWyd4V6/,"$1,398,000","$1,400,000",Detached,"2 Canerouth Dr , Etobicoke - Eringate-Centennial-West Deane",2023-10-24,43.6476781,-79.5860698
/on/etobicoke-real-estate/62-35-applewood-lane/home/BDO1w3WAg8oy8Jg0/,"$939,000","$885,000",Condo Townhouse,"62 - 35 Applewood Lane , Etobicoke - Etobicoke West Mall",2022-12-31,43.6514388,-79.5678403
/on/etobicoke-real-estate/41-thompson-ave/home/knbq6y1dZNDYo9DA/,"$3,198,000","$3,006,000",Detached,"41 Thompson Ave , Etobicoke - Stonegate-Queensway",2022-12-30,43.6451439,-79.51377409999999
/on/etobicoke-real-estate/57-sabrina-dr/home/NAKv53Dj95WyMnxB/,"$1,499,100","$1,455,000",Detached,"57 Sabrina Dr , Etobicoke - Willowridge-Martingrove-Richview",2022-12-30,43.6932874,-79.5598548
/on/etobicoke-real-estate/238-11-applewood-lane/home/weQp5yOGGw0yd0ZE/,"$814,800","$795,000",Condo Townhouse,"238 - 11 Applewood Lane , Etobicoke - Etobicoke West Mall",2022-12-30,43.6503508,-79.56653659999999
/on/etobicoke-real-estate/1704-1320-islington-ave/home/PXRla7gWjWg7jEvL/,"$819,000","$775,000",Condo Apt,"1704 - 1320 Islington Ave , Etobicoke - Islington-City Centre West",2022-12-30,43.6500087,-79.5264893
/on/etobicoke-real-estate/1212-716-the-west-mall/home/zVwod7vjwGD75mGN/,"$549,900","$535,000",Condo Apt,"1212 - 716 The West Mall , Etobicoke - Etobicoke West Mall",2022-12-29,43.656473,-79.5701414
/on/etobicoke-real-estate/302-1135-royal-york-rd/home/BGMnKYqjDVRyw1Qr/,"$629,900","$595,000",Condo Apt,"302 - 1135 Royal York Rd , Etobicoke - Edenbridge-Humber Valley",2022-12-29,43.6601448,-79.5161415
/on/etobicoke-real-estate/2-bemberg-crt/home/N0A9X3jgonwYvgxV/,"$999,900","$985,000",Detached,"2 Bemberg Crt , Etobicoke - Elms-Old Rexdale",2022-12-29,43.7222234,-79.5486434
/on/etobicoke-real-estate/21-hamptonbrook-dr/home/mLzQ1y5MOpkyqdeK/,"$1,499,000","$1,460,000",Detached,"21 Hamptonbrook Dr , Etobicoke - Humber Heights",2022-12-29,43.681371,-79.53491939999999
/on/etobicoke-real-estate/2344-35-viking-lane/home/owJKR7PdOgv7XeLP/,"$559,000","$541,000",Condo Apt,"2344 - 35 Viking Lane , Etobicoke - Islington-City Centre West",2022-12-28,43.6382435,-79.5362306
/on/etobicoke-real-estate/1002-35-fontenay-crt/home/510QqypqNV7LGlVR/,"$599,000","$582,000",Condo Apt,"1002 - 35 Fontenay Crt , Etobicoke - Edenbridge-Humber Valley",2022-12-28,43.6828185,-79.5109251
/on/etobicoke-real-estate/509-2121-lake-shore-blvd-w/home/MB5bO3x4opk3kWVP/,"$599,900","$590,000",Condo Apt,"509 - 2121 Lake Shore Blvd W , Etobicoke - Mimico",2022-12-28,43.6274463,-79.4783731
/on/etobicoke-real-estate/17-james-stock-path/home/gJRv53KkzOx3VPW4/,"$1,199,000","$1,150,000",Condo Townhouse,"17 James Stock Path , Etobicoke - Mimico",2022-12-28,43.6206708,-79.5067583
/on/etobicoke-real-estate/1701-625-the-west-mall/home/kbEDRYa2PLAy1VaB/,"$689,900","$665,000",Condo Apt,"1701 - 625 The West Mall , Etobicoke - Eringate-Centennial-West Deane",2022-12-28,43.6552669,-79.5707826
/on/etobicoke-real-estate/411-albion-rd/home/02Zpj39k9L0yDrK8/,"$998,800","$890,000",Detached,"411 Albion Rd , Etobicoke - Elms-Old Rexdale",2022-12-28,43.7261883,-79.55203399999999
/on/etobicoke-real-estate/307-400-the-east-mall/home/RdXze3eJddkY8m9K/,"$729,000","$729,000",Condo Townhouse,"307 - 400 The East Mall , Etobicoke - Islington-City Centre West",2022-12-28,43.6465478,-79.5605635
/on/etobicoke-real-estate/920-1185-the-queensway-ave/home/BDO1w3W4BxKY8Jg0/,"$738,888","$720,000",Condo Apt,"920 - 1185 The Queensway Ave , Etobicoke - Islington-City Centre West",2022-12-28,43.6218008,-79.5215288
/on/etobicoke-real-estate/54-thompson-ave/home/VgAaOyLmWQz7GxMb/,"$1,628,900","$1,580,000",Detached,"54 Thompson Ave , Etobicoke - Stonegate-Queensway",2022-12-28,43.6449044,-79.5143126
/on/etobicoke-real-estate/2803-30-gibbs-rd/home/ZNkKJ3JM4RG7d4V6/,"$519,900","$499,900",Condo Apt,"2803 - 30 Gibbs Rd , Etobicoke - Islington-City Centre West",2022-12-28,43.63903639999999,-79.55960739999999
/on/etobicoke-real-estate/11-cronin-dr/home/r56k97wXkBR3KRjD/,"$2,300,000","$2,110,000",Detached,"11 Cronin Dr , Etobicoke - Islington-City Centre West",2022-12-26,43.6407828,-79.55340509999999
/on/etobicoke-real-estate/614-551-the-west-mall/home/MB5bO3xeL8lYkWVP/,"$499,000","$520,000",Condo Apt,"614 - 551 The West Mall , Etobicoke - Etobicoke West Mall",2022-12-24,43.6524909,-79.5690912
/on/etobicoke-real-estate/25-arcadian-circ/home/x9w8o3mgv92yGKjm/,"$1,449,900","$1,255,000",Detached,"25 Arcadian Circ , Etobicoke - Long Branch",2022-12-24,43.5928553,-79.5251815
/on/etobicoke-real-estate/1704-2121-lake-shore-blvd-w/home/owJKR7PNkgXYXeLP/,"$949,000","$850,000",Condo Apt,"1704 - 2121 Lake Shore Blvd W , Etobicoke - Mimico",2022-12-23,43.6274463,-79.4783731
/on/etobicoke-real-estate/5-hardisty-dr/home/JjAXw7QpJbzyQOzg/,"$999,000","$985,000",Detached,"5 Hardisty Dr , Etobicoke - Rexdale-Kipling",2022-12-22,43.7212505,-79.562191
/on/etobicoke-real-estate/ph1705-2901-kipling-ave/home/weQp5yOGAgbyd0ZE/,"$549,900","$500,000",Condo Apt,"Ph1705 - 2901 Kipling Ave , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-22,43.7581999,-79.5885005
/on/etobicoke-real-estate/1813-30-shore-breeze-dr/home/L4KAX7NEzZPyeRPJ/,"$699,900","$668,000",Condo Apt,"1813 - 30 Shore Breeze Dr , Etobicoke - Mimico",2022-12-22,43.62377619999999,-79.47963299999999
/on/etobicoke-real-estate/207-8-fieldway-rd/home/L5VXv3lE9AYj2q8K/,"$499,000","$500,000",Condo Apt,"207 - 8 Fieldway Rd , Etobicoke - Islington-City Centre West",2022-12-22,43.6426218,-79.5275305
/on/etobicoke-real-estate/1201-625-the-west-mall-dr/home/PXRla7gnW1ryjEvL/,"$585,000","$550,000",Condo Apt,"1201 - 625 The West Mall Dr , Etobicoke - Eringate-Centennial-West Deane",2022-12-22,43.6552669,-79.5707826
/on/etobicoke-real-estate/15-peelar-mews/home/b1DBW7RGa6D3qlAp/,"$1,245,000","$1,192,500",Freehold Townhouse,"15 Peelar Mews , Etobicoke - Mimico",2022-12-22,43.6173716,-79.4978296
/on/etobicoke-real-estate/3103-30-gibbs-rd/home/jJKdOYrPX8q754lW/,"$499,900","$500,000",Condo Apt,"3103 - 30 Gibbs Rd , Etobicoke - Islington-City Centre West",2022-12-22,43.63903639999999,-79.55960739999999
/on/etobicoke-real-estate/197-westmore-dr/home/L4KAX7NM4KOyeRPJ/,"$799,000","$778,000",Link,"197 Westmore Dr , Etobicoke - West Humber-Clairville",2022-12-22,43.7323291,-79.59972239999999
/on/etobicoke-real-estate/824-165-legion-rd-n/home/2Z5BX329olX7Dar0/,"$699,900","$697,000",Condo Apt,"824 - 165 Legion Rd , Etobicoke - Mimico",2022-12-22,43.6241214,-79.48801
/on/etobicoke-real-estate/79-valecrest-dr/home/0MWBVyZGnGJ7Kemj/,"$4,998,000","$4,400,000",Detached,"79 Valecrest Dr , Etobicoke - Edenbridge-Humber Valley",2022-12-21,43.6755114,-79.5189963
/on/etobicoke-real-estate/1531-165-legion-rd-n/home/5xLkv3V1L4Q7DBNr/,"$549,900","$525,000",Condo Apt,"1531 - 165 Legion Rd , Etobicoke - Mimico",2022-12-21,43.6241214,-79.48801
/on/etobicoke-real-estate/19-collingdale-rd/home/BXeEn7XDNoD7rPo8/,"$1,189,000","$1,025,000",Detached,"19 Collingdale Rd , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-21,43.7312924,-79.58293809999999
/on/etobicoke-real-estate/18-smithfield-dr/home/0ZxwR7MGGlVYKabB/,"$1,199,000","$1,175,000",Detached,"18 Smithfield Dr , Etobicoke - Stonegate-Queensway",2022-12-20,43.6312793,-79.4860181
/on/etobicoke-real-estate/49-sixth-st/home/BGMnKYqjBAbyw1Qr/,"$1,799,900","$1,700,000",Detached,"49 Sixth St , Etobicoke - New Toronto",2022-12-20,43.5978506,-79.5025385
/on/etobicoke-real-estate/1202-10-markbrook-lane/home/0ZxwR7MaDwB7KabB/,"$575,900","$556,000",Condo Apt,"1202 - 10 Markbrook Lane , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-20,43.7590098,-79.58856879999999
/on/etobicoke-real-estate/106-2287-lake-shore-blvd-w/home/weQp5yOErZJ3d0ZE/,"$648,800","$608,000",Condo Apt,"106 - 2287 Lake Shore Blvd W , Etobicoke - Mimico",2022-12-20,43.6190086,-79.4847709
/on/etobicoke-real-estate/1515-islington-ave/home/VaD6p781gMn3wRQr/,"$1,499,000","$1,600,000",Detached,"1515 Islington Ave , Etobicoke - Edenbridge-Humber Valley",2022-12-19,43.6640498,-79.5316299
/on/etobicoke-real-estate/1605-420-mill-rd/home/b1DBW7RlGjLYqlAp/,"$565,000","$544,000",Condo Apt,"1605 - 420 Mill Rd , Etobicoke - Eringate-Centennial-West Deane",2022-12-19,43.6441185,-79.5888739
/on/etobicoke-real-estate/82-edenbridge-dr/home/knbq6y14GLEYo9DA/,"$3,499,999","$3,100,000",Detached,"82 Edenbridge Dr , Etobicoke - Edenbridge-Humber Valley",2022-12-19,43.6715594,-79.5185592
/on/etobicoke-real-estate/1104-20-thomas-riley-rd/home/6VLaGyGVwa0YW1ZD/,"$699,900","$700,000",Condo Apt,"1104 - 20 Thomas Riley Rd , Etobicoke - Islington-City Centre West",2022-12-19,43.634172,-79.5406824
/on/etobicoke-real-estate/46-twyford-rd/home/0J6Em7bnZdG7XBeq/,"$2,999,000","$2,800,000",Detached,"46 Twyford Rd , Etobicoke - Princess-Rosethorn",2022-12-19,43.6651939,-79.5423426
/on/etobicoke-real-estate/lph1-2230-lake-shore-blvd-w/home/02Zpj390ajq7DrK8/,"$1,150,000","$1,130,000",Condo Apt,"Lph1 - 2230 Lake Shore Blvd W , Etobicoke - Mimico",2022-12-19,43.6215812,-79.4826669
/on/etobicoke-real-estate/1208-33-shore-breeze-dr-e/home/ZNkKJ3J4ELZyd4V6/,"$675,000","$655,000",Condo Apt,"1208 - 33 Shore Breeze Dr , Etobicoke - Mimico",2022-12-19,43.6240074,-79.4792379
/on/etobicoke-real-estate/312-4196-dundas-st-w/home/0Zaw5YojprV3n961/,"$589,000","$589,000",Condo Apt,"312 - 4196 Dundas St W , Etobicoke - Edenbridge-Humber Valley",2022-12-19,43.6610699,-79.5107177
/on/etobicoke-real-estate/2907-1300-islington-ave/home/b1DBW7RzedA7qlAp/,"$2,199,000","$1,750,000",Condo Apt,"2907 - 1300 Islington Ave , Etobicoke - Islington-City Centre West",2022-12-18,43.6495823,-79.5266035
/on/etobicoke-real-estate/62-hunting-rdge/home/2Z5BX32nDVw3Dar0/,"$1,488,900","$1,488,900",Detached,"62 Hunting Rdge , Etobicoke - Willowridge-Martingrove-Richview",2022-12-18,43.6818316,-79.5519522
/on/etobicoke-real-estate/4-brownstone-lane/home/DnM697kroDbybmwe/,"$1,320,000","$1,250,000",Freehold Townhouse,"4 Brownstone Lane , Etobicoke - Kingsway South",2022-12-18,43.6607681,-79.5095377
/on/etobicoke-real-estate/17-forest-view-rd/home/EeVbOYEMjJdYx2P0/,"$1,399,000","$1,350,000",Detached,"17 Forest View Rd , Etobicoke - Markland Wood",2022-12-18,43.6321597,-79.57234369999999
/on/etobicoke-real-estate/15-cedarcrest-dr/home/a6zqW7dzG81Y5eZE/,"$2,379,000","$2,300,000",Detached,"15 Cedarcrest Dr , Etobicoke - Kingsway South",2022-12-18,43.6549677,-79.5193523
/on/etobicoke-real-estate/519-245-dalesford-rd/home/kbEDRYar40Ny1VaB/,"$649,900","$640,000",Condo Apt,"519 - 245 Dalesford Rd , Etobicoke - Stonegate-Queensway",2022-12-17,43.6261584,-79.49085699999999
/on/etobicoke-real-estate/15-bemersyde-dr/home/5xLkv3V9XxZ7DBNr/,"$2,188,000","$2,100,000",Detached,"15 Bemersyde Dr , Etobicoke - Princess-Rosethorn",2022-12-17,43.6756821,-79.5420346
/on/etobicoke-real-estate/1005-21-markbrook-lane/home/b1DBW7RplRLYqlAp/,"$569,913","$520,000",Condo Apt,"1005 - 21 Markbrook Lane , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-17,43.7587292,-79.5875627
/on/etobicoke-real-estate/184-silverstone-dr/home/b1DBW7RxPDYqlApz/,"$1,299,000","$1,170,000",Detached,"184 Silverstone Dr , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-17,43.7522098,-79.59399499999999
/on/etobicoke-real-estate/48-1667-albion-rd/home/0J6Em7bNX5g7XBeq/,"$749,900","$725,000",Condo Townhouse,"48 - 1667 Albion Rd , Etobicoke - West Humber-Clairville",2022-12-17,43.74242330000001,-79.5984142
/on/etobicoke-real-estate/g10-288-mill-rd/home/damgL7AVw9E3Z1MW/,"$539,900","$535,000",Condo Apt,"G10 - 288 Mill Rd , Etobicoke - Markland Wood",2022-12-17,43.6375175,-79.58294529999999
/on/etobicoke-real-estate/b-540-scarlett-rd/home/xmZRW7naakRyEBO9/,"$899,000","$850,000",Condo Townhouse,"B - 540 Scarlett Rd , Etobicoke - Humber Heights",2022-12-17,43.6879096,-79.514134
/on/etobicoke-real-estate/711-234-albion-rd/home/MB5bO3xnW2dykWVP/,"$470,000","$450,000",Condo Apt,"711 - 234 Albion Rd , Etobicoke - Elms-Old Rexdale",2022-12-17,43.7211803,-79.5443161
/on/etobicoke-real-estate/909-3845-lakeshore-blvd-w/home/MB5bO3xnWWvykWVP/,"$538,000","$520,000",Condo Apt,"909 - 3845 Lakeshore Blvd W , Etobicoke - Long Branch",2022-12-17,43.5906111,-79.544298
/on/etobicoke-real-estate/1-downing-st/home/L5VXv3lgBoG7j2q8/,"$1,699,000","$1,525,000",Detached,"1 Downing St , Etobicoke - Islington-City Centre West",2022-12-17,43.6361961,-79.54341819999999
/on/etobicoke-real-estate/64-struthers-st/home/EeVbOYExGG3x2P0z/,"$1,569,000","$1,560,000",Detached,"64 Struthers St , Etobicoke - Mimico",2022-12-16,43.6087247,-79.498511
/on/etobicoke-real-estate/111-burlington-st/home/x9w8o3mgBDzyGKjm/,"$899,900","$825,000",Freehold Townhouse,"111 Burlington St , Etobicoke - Mimico",2022-12-16,43.6201768,-79.4907353
/on/etobicoke-real-estate/893-royal-york-rd/home/jJKdOYrG0Vby54lW/,"$1,875,000","$1,825,000",Detached,"893 Royal York Rd , Etobicoke - Stonegate-Queensway",2022-12-16,43.6450482,-79.5100834
/on/etobicoke-real-estate/2907-5-valhalla-inn-rd/home/x9w8o3m2pRZYGKjm/,"$589,900","$580,000",Condo Apt,"2907 - 5 Valhalla Inn Rd , Etobicoke - Etobicoke West Mall",2022-12-16,43.6401771,-79.55999849999999
/on/etobicoke-real-estate/204-30-allanhurst-dr/home/kbEDRYaBjNNy1VaB/,"$325,000","$310,000",Co-Op Apt,"204 - 30 Allanhurst Dr , Etobicoke - Edenbridge-Humber Valley",2022-12-16,43.6812855,-79.512332
/on/etobicoke-real-estate/3505-20-shore-breeze-dr/home/JjAXw7QG0gbYQOzg/,"$679,000","$650,000",Condo Apt,"3505 - 20 Shore Breeze Dr , Etobicoke - Mimico",2022-12-16,43.6235018,-79.47896469999999
/on/etobicoke-real-estate/36-thirty-fifth-st/home/BDO1w3WRD8n78Jg0/,"$1,298,000","$1,298,000",Detached,"36 Thirty Fifth St , Etobicoke - Long Branch",2022-12-16,43.5905697,-79.5343579
/on/etobicoke-real-estate/ph3-299-mill-rd/home/PXRla7gvA0ryjEvL/,"$626,800","$605,000",Condo Apt,"Ph3 - 299 Mill Rd , Etobicoke - Markland Wood",2022-12-16,43.6384555,-79.58207519999999
/on/etobicoke-real-estate/1011-15-la-rose-ave/home/JjAXw7QEaRd7QOzg/,"$599,999","$560,000",Condo Apt,"1011 - 15 La Rose Ave , Etobicoke - Humber Heights",2022-12-16,43.68634,-79.51419
/on/etobicoke-real-estate/2101-340-dixon-rd/home/dXawjy4RxWm3rR18/,"$439,900","$400,000",Condo Apt,"2101 - 340 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2022-12-16,43.6960392,-79.55411959999999
/on/etobicoke-real-estate/806-6-humberline-dr/home/damgL7Ao5J9YZ1MW/,"$456,000","$435,000",Condo Apt,"806 - 6 Humberline Dr , Etobicoke - West Humber-Clairville",2022-12-16,43.73072330000001,-79.61089489999999
/on/etobicoke-real-estate/351a-melrose-st/home/gJRv53KLo9oYVPW4/,"$1,579,000","$1,555,000",Detached,"351A Melrose St , Etobicoke - Mimico",2022-12-16,43.61894909999999,-79.5045056
/on/etobicoke-real-estate/54-irwin-rd/home/damgL7AgronYZ1MW/,"$849,000","$900,000",Detached,"54 Irwin Rd , Etobicoke - Elms-Old Rexdale",2022-12-15,43.7254744,-79.5579588
/on/etobicoke-real-estate/883-36-tandridge-cres/home/knbq6y12pzB7o9DA/,"$669,900","$652,000",Condo Townhouse,"883 - 36 Tandridge Cres , Etobicoke - Elms-Old Rexdale",2022-12-15,43.72980039999999,-79.5471639
/on/etobicoke-real-estate/738-250-manitoba-st/home/BXeEn7XjrKDYrPo8/,"$669,000","$655,000",Condo Apt,"738 - 250 Manitoba St , Etobicoke - Mimico",2022-12-15,43.6246534,-79.48985619999999
/on/etobicoke-real-estate/ph2-15-legion-rd/home/NAKv53DL5lW3MnxB/,"$1,299,000","$1,250,000",Condo Apt,"Ph2 - 15 Legion Rd , Etobicoke - Mimico",2022-12-15,43.6214794,-79.483972
/on/etobicoke-real-estate/309-366-the-east-mall/home/NAKv53DD9253MnxB/,"$749,000","$698,500",Condo Townhouse,"309 - 366 The East Mall , Etobicoke - Islington-City Centre West",2022-12-15,43.64311,-79.5598875
/on/etobicoke-real-estate/105-136-widdicombe-hill-blvd/home/gJRv53KGz4o3VPW4/,"$799,888","$860,000",Condo Townhouse,"105 - 136 Widdicombe Hill Blvd , Etobicoke - Willowridge-Martingrove-Richview",2022-12-15,43.6757411,-79.5595748
/on/etobicoke-real-estate/301-3069-lakeshore-blvd-w/home/weQp5yOEBQg3d0ZE/,"$499,000","$490,000",Condo Apt,"301 - 3069 Lakeshore Blvd W , Etobicoke - New Toronto",2022-12-15,43.5994146,-79.51032289999999
/on/etobicoke-real-estate/883-36-tandridge-cres/home/knbq6y12pzB7o9DA/,"$669,900","$652,000",Condo Townhouse,"883 - 36 TANDRIDGE Cres , Etobicoke - Elms-Old Rexdale",2022-12-15,43.72980039999999,-79.5471639
/on/etobicoke-real-estate/28-san-remo-terr/home/a6zqW7dr5xVY5eZE/,"$1,099,000","$1,205,000",Condo Townhouse,"28 San Remo Terr , Etobicoke - Mimico",2022-12-14,43.6206489,-79.5063656
/on/etobicoke-real-estate/13-albani-street/home/xmZRW7nv4Oo7EBO9/,"$1,099,900","$965,000",Detached,"13 Albani St , Etobicoke - Mimico",2022-12-14,43.6038979,-79.4940419
/on/etobicoke-real-estate/113-royal-york-rd/home/0J6Em7bnqO87XBeq/,"$1,025,000","$1,000,000",Detached,"113 Royal York Rd , Etobicoke - Mimico",2022-12-14,43.6086627,-79.49498179999999
/on/etobicoke-real-estate/1402-5-michael-power-pl/home/owJKR7PBgv1YXeLP/,"$599,900","$592,000",Condo Apt,"1402 - 5 Michael Power Pl , Etobicoke - Islington-City Centre West",2022-12-14,43.6448314,-79.52932910000001
/on/etobicoke-real-estate/2305-5-michael-power-pl/home/JjAXw7Q1qVd7QOzg/,"$514,000","$520,000",Condo Apt,"2305 - 5 Michael Power Pl , Etobicoke - Islington-City Centre West",2022-12-14,43.6448314,-79.52932910000001
/on/etobicoke-real-estate/603-2200-lakeshore-blvd-w/home/ZEXrx30r2lWyOklN/,"$599,000","$570,000",Condo Apt,"603 - 2200 Lakeshore Blvd W , Etobicoke - Mimico",2022-12-14,43.6015351,-79.5008962
/on/etobicoke-real-estate/3206-33-shore-breeze-dr/home/VaD6p78pvK67wRQr/,"$565,000","$562,000",Condo Apt,"3206 - 33 Shore Breeze Dr , Etobicoke - Mimico",2022-12-13,43.6240074,-79.4792379
/on/etobicoke-real-estate/1001-2901-kipling-ave/home/RdXze3e068v78m9K/,"$499,900","$493,000",Condo Apt,"1001 - 2901 Kipling Ave , Etobicoke - Mount Olive-Silverstone-Jamestown",2022-12-13,43.7581999,-79.5885005
/on/etobicoke-real-estate/1605-251-manitoba-st-s/home/r56k97w6vKRyKRjD/,"$689,999","$632,000",Condo Apt,"1605 - 251 Manitoba St S , Etobicoke - Mimico",2022-12-13,43.6238372,-79.4893647
/on/etobicoke-real-estate/lph04-2240-lakeshore-blvd-w/home/xmZRW7nvx4o7EBO9/,"$1,350,000","$1,300,000",Condo Apt,"Lph04 - 2240 Lakeshore Blvd W , Etobicoke - Mimico",2022-12-12,43.6210927,-79.483356
