,price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Area,Community,Bedrooms,Bedrooms Plus,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Parking Space,Parking Description,Lockers,Locker Quantity,Locker Level,Maintenance,Taxes,Tax Year,Common Elements Included,Heating Included,Hydro Included,Water Included,Amenity,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Locker Number,Building Insurance Included,Central A/C Included,Parking Included,Transaction Type,Property Type,Attachment,Size (Interior),Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Appliances,Construction Material,Heating Fuel,Cooling,Structure,Total Stories,View,Storage,Fire Protection,Parking Space (B),Parking Space (C),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Land Amenties,Building Amenities,Lot Features,Access,Sewer,Location Description,Pool,Size,Acres,Zoning Description,Video,UFFI,Feature,Age,Assessment,Assesment Year,Rooms Plus,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Zoning,Retirement,Taxes Included,Share Percentage,Exterior Features,Parcel of Tied Land,Handicap Equipped,Electricity,Gas,Cable,Telephone,Lot Irregularities,Cable Included,Building Area Total,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Attached,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Laundry Features,Kitchen Appliances,Patio And Porch Features,Total Bathrooms,Main Level Bathrooms,Main Level Bedrooms,Interior Features,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,Number Of Rooms Above Grade,Baths Total Rooms,Number Of 4 Piece Bathrooms,Kitchens Total,Beds Above Grade,Driveway Parking,Covered Spaces,Association Fee Frequency,Association,Association Fee Includes,Association Fee,Direction Faces,Directions,Water Source,FarmLandAreaUnits,Frontage Type �,Acres Range,Property Management Company,Condo Corporation Number,Energy Certificate,Green PIS,Open House Date,Open House Start,Open House Finished,Waterfront,Waterfront Features,Shore Allow,Shoreline Exposure,Half Bathrooms,Flooring,Basement Status,Parking Space (A),Community Name,Size Irregular,Depth,Size (Frontage),Additional Monthly Fee,Water Supply,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Basement Features,Foundation,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Survey,Alternate MLSN umber,Window Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,INumber Of 2 Piece Bathrooms,Baths On Level Second Count,Beds On Level Second Count,Number Of Rooms Below Grade,Open Parking Spaces,Attached Garage,Open Parking,Lot Size Dimensions,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Area Influence,Com_cn_fee,Ceil Height (ft),Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
710,2888000,125 Anthony Road,"['Living', 'Dining', 'Kitchen', 'Pantry', 'Family', 'Prim Bdrm', 'Br', '3rd Br', '4th Br', '5th Br', 'Kitchen', 'Br']","['3.40 x 4.67', '3.02 x 3.23', '4.67 x 6.76', '1.83 x 3.40', '4.42 x 5.03', '5.79 x 5.66', '5.33 x 5.00', '3.38 x 3.30', '3.71 x 2.84', '3.53 x 5.31', '5.13 x 5.74', '3.78 x 5.79']","['Formal Rm, Hardwood Floor, Crown Moulding', 'Formal Rm, Hardwood Floor, Crown Moulding', 'Family Size Kitchen, Stainless Steel Appl, W/O To Deck', 'Hardwood Floor, Window, B/I Shelves', 'Fireplace, W/O To Patio, Pot Lights', 'Vaulted Ceiling, 3 Pc Ensuite, W/W Closet', 'W/O To Balcony, 3 Pc Ensuite, Hardwood Floor', 'Double Closet, Hardwood Floor, Semi Ensuite', 'Hardwood Floor, Semi Ensuite', 'Skylight, Vaulted Ceiling, 3 Pc Ensuite', 'Ceramic Floor, Family Size Kitchen, Backsplash', 'Gas Fireplace']",Sale,Detached,Sidesplit 4,3000-3500,Toronto,Downsview-Roding-CFB,5.0,1.0,7.0,1.0,15.0,Y,,,,Central Air,Y,,,,Sep Entrance,N,Forced Air,Brick,Attached,,,6.0,8.0,,,,,,,6666.49,2024.0,,,,,,102350193.0,Dufferin/Wilson,Toronto W05,,,,http://www.125Anthony.com/unbranded/,,,,,,,,,,,,,,,,,Workshop,,,,,,,,,,,,,,,Sewers,,,,,,,,Hospital,51-99,932000.0,2024.0,5.0,Municipal,1.0,Available,2.0,"LT 73 PL 3829 NORTH YORK; TORONTO (N YORK) ,  CITY OF TORONTO",S,51.0,120.0,Feet,,N,,,Stucco/Plaster,,N,Y,Y,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7280304,-79.4695722
711,998900,4 Adams Drive,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Sunroom', '2nd Br', '3rd Br', 'Rec', 'Exercise', 'Laundry']","['3.54 x 4.69', '2.74 x 3.23', '2.74 x 3.35', '2.98 x 3.59', '3.96 x 5.12', '2.74 x 3.59', '2.74 x 3.59', '7.01 x 3.05', '3.34 x 3.35', '2.68 x 3.29']","['Fireplace, O/Looks Frontyard, Hardwood Floor', 'O/Looks Frontyard, Hardwood Floor', 'Hardwood Floor, Backsplash', 'Hardwood Floor, Closet', 'Broadloom, O/Looks Backyard', 'Closet, Hardwood Floor', 'Closet, Hardwood Floor', '', '', '']",Sale,Detached,1 1/2 Storey,1100-1500,Toronto,West Hill,3.0,,2.0,1.0,7.0,N,,,,,Y,,,,Sep Entrance,N,Forced Air,Alum Siding,Detached,,,6.0,7.0,,,,,,,3833.95,2024.0,,,,,,63800183.0,Morningside/Lawrence,Toronto E10,,,,https://www.winsold.com/tour/368761/branded/4848,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Septic,,Inground,,< .50,,,,Place Of Worship,,,,2.0,Municipal,,Available,1.0,CON D PT LOT 13 64R4152 PART 6,W,60.0,187.8,Feet,,N,,,Brick,N,N,Y,N,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-11-10 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9392065,-73.9401177
712,1039000,48 Hanson Road,"['Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Living', 'Kitchen', 'Cold/Cant']","['4.54 x 4.81', '3.38 x 3.38', '2.67 x 3.38', '3.05 x 3.38', '4.46 x 8.23', '3.04 x 4.41', '0.90 x 4.41']","['Open Concept, Ceramic Floor, W/O To Yard', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Window', 'Laminate, Open Concept, Above Grade Window', 'Open Concept, Laminate, Above Grade Window', '']",Sale,Detached,Bungalow,,Toronto,Oakwood Village,3.0,,2.0,1.0,5.0,N,,,,Central Air,N,,,,Sep Entrance,N,Forced Air,Brick,,,,1.0,1.0,,,,,,,4707.48,2024.0,,,,,,,Rogers/Oakwood,Toronto C03,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,,Library,,,,,Municipal,1.0,Private,0.0,1668N Part Lot 30E Part Lot 31,N,25.0,104.96,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.8683704,138.5481554
713,1850000,42 Clifton Avenue,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Kitchen', 'Laundry']","['1.65 x 2.54', '4.78 x 5.81', '3.14 x 4.20', '3.31 x 5.03', '4.22 x 4.82', '3.21 x 3.65', '3.48 x 3.51', '4.33 x 4.94', '4.69 x 6.26', '2.69 x 5.29', '2.73 x 5.23']","['Double Closet, Tile Floor', 'Electric Fireplace, Open Concept, Hardwood Floor', 'Hardwood Floor, Built-In Speakers, W/O To Deck', 'Centre Island, Quartz Counter, Modern Kitchen', 'Hardwood Floor, 3 Pc Ensuite, B/I Closet', 'Hardwood Floor, B/I Closet, Window', 'Hardwood Floor, B/I Closet, Window', 'Hardwood Floor, O/Looks Backyard, W/O To Yard', 'Hardwood Floor, Built-In Speakers, Above Grade Window', '', 'Laundry Sink']",Sale,Detached,Sidesplit 4,,Toronto,Bathurst Manor,4.0,1.0,3.0,1.0,8.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Built-In,,,4.0,5.0,,,,,,,8740.83,2024.0,,,,,,,Bathurst/Sheppard,Toronto C06,,,,https://listings.larostudio.ca/42-Clifton-Avenue,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,,Place Of Worship,,,,2.0,Municipal,1.0,Pvt Double,1.0,Pt Lt 208 Pl 1899 Twp Of York As In Ny 489548,N,52.21,115.0,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8793621,-74.12733879999999
714,2488000,32 Florence Avenue,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Br']","['3.36 x 7.01', '3.36 x 7.01', '3.69 x 5.13', '4.76 x 5.15', '3.25 x 5.12', '2.58 x 3.54', '3.65 x 4.23', '4.50 x 4.50', '2.42 x 3.60']","['Combined W/Dining, Hardwood Floor, Large Window', 'Combined W/Living, Hardwood Floor, Pot Lights', 'Modern Kitchen, Centre Island, B/I Appliances', 'Gas Fireplace, Built-In Speakers, W/O To Deck', '7 Pc Ensuite, W/I Closet, Hardwood Floor', '4 Pc Ensuite, Closet, Pot Lights', '3 Pc Ensuite, Closet, Large Window', 'W/O To Yard, Pot Lights, Large Window', '5 Pc Bath, Above Grade Window, Closet']",Sale,Detached,2-Storey,,Toronto,Lansing-Westgate,3.0,1.0,5.0,1.0,8.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Stone,Built-In,,,1.0,2.0,,,,,,,10127.0,2023.0,,,,,,101820418.0,Yonge / Sheppard,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Fenced Yard,,,,2.0,Municipal,,Private,1.0,"PART LOT 319 & 320 PLAN 1743,  PART 1,  PLAN 66R-31148 CITY OF TORONTO",N,23.33,130.15,Feet,,,,,Stucco/Plaster,,,,,,,Regular-Fenced-Decked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9468711,-118.1160078
715,1388000,49 Amsterdam Avenue,"['Dining', 'Living', 'Kitchen', 'Family', 'Br', '2nd Br', 'Rec', 'Br']","['3.11 x 2.14', '3.47 x 4.20', '3.27 x 3.04', '3.10 x 3.60', '3.02 x 3.71', '3.06 x 4.62', '6.14 x 6.87', '3.81 x 2.59']","['Laminate, Picture Window, Combined W/Living', 'Laminate, Casement Windows, Combined W/Dining', 'Laminate, Stainless Steel Appl, Open Concept', 'Laminate, Closet, O/Looks Backyard', 'Laminate, Closet, O/Looks Backyard', 'Laminate, Closet, O/Looks Frontyard', 'Laminate, Combined W/Laundry, Above Grade Window', 'Laminate, Above Grade Window']",Sale,Detached,1 1/2 Storey,,Toronto,O'Connor-Parkview,3.0,1.0,2.0,1.0,7.0,Y,,,,Central Air,N,,,,Sep Entrance,N,Forced Air,Brick,Detached,,,4.0,5.0,,,,,,,4563.55,2024.0,,,,,,103740184.0,O'connor Dr. & Victoria Park,Toronto E03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,No,,51-99,,,1.0,Municipal,1.0,Private,1.0,"PT LT 181 PL 3396 EAST YORK; PT LT 182 PL 3396 EAST YORK AS IN EY161009; TORONTO (E YORK) ,  CITY OF TORONTO",S,40.0,100.0,Feet,,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8136428,-73.9557695
716,1650000,8 Farrell Avenue,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Family', 'Office', 'Laundry']","['3.83 x 6.23', '2.62 x 3.71', '3.71 x 4.59', '3.74 x 4.59', '3.73 x 3.73', '3.73 x 3.73', '3.71 x 5.24', '3.71 x 3.72', '3.71 x 3.74']","['', '', '', '', '', '', '', '', '']",Sale,Detached,1 1/2 Storey,,Toronto,Willowdale West,3.0,,3.0,1.0,3.0,Y,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Alum Siding,Carport,,,4.0,4.0,,,,,,,6573.51,2024.0,,,,,,101610112.0,Bathurst/Finch,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,3.0,Municipal,1.0,Available,1.0,"PT LT 61-62 PL 3178 NORTH YORK AS IN NY534062; TORONTO (N YORK) ,  CITY OF TORONTO",N,50.0,131.0,Feet,,,,,,,,Y,Y,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8755081,151.2203588
717,10800000,44 The Bridle Path,"['Foyer', 'Living', 'Kitchen', 'Den', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Exercise', 'Rec']","['1.52 x 10.44', '5.13 x 6.93', '3.10 x 3.73', '3.25 x 5.21', '3.63 x 6.05', '4.57 x 4.83', '3.66 x 5.00', '3.61 x 3.66', '3.66 x 3.76', '3.58 x 3.63', '3.58 x 7.26', '4.75 x 11.84']","['Mirrored Walls, Double Closet, Crown Moulding', 'W/O To Pool, Hardwood Floor, Marble Fireplace', 'Stainless Steel Appl, Breakfast Area, O/Looks Dining', 'Marble Fireplace, B/I Bookcase, Indirect Lights', 'B/I Shelves, O/Looks Pool, Hardwood Floor', 'W/W Closet, 5 Pc Ensuite, W/O To Garden', 'Hardwood Floor, Double Closet, O/Looks Frontyard', 'Track Lights, Hardwood Floor, Double Closet', 'Double Closet, O/Looks Backyard, Hardwood Floor', 'Window Flr to Ceil, Hardwood Floor, O/Looks Backyard', 'Mirrored Walls, Recessed Lights, Tile Floor', 'Brick Fireplace, Wet Bar, Track Lights']",Sale,Detached,Bungalow-Raised,,Toronto,Bridle Path-Sunnybrook-York Mills,5.0,,5.0,1.0,9.0,Y,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,29382.68,2023.0,,,,,,101260227.0,Post Rd/Bayview Ave,Toronto C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,,,,,6.0,Municipal,,Private,2.0,"LT 10 PL 5302 NORTH YORK; TORONTO (N YORK) ,  CITY OF TORONTO",E,104.73,561.04,Feet,,,,,Stone,,,,,,,North depth 420.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7402863,-79.3739485
718,1799000,175 Prince Edward Drive S,"['Dining', 'Kitchen', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', 'Family', 'Utility']","['3.03 x 3.68', '3.48 x 3.44', '3.79 x 4.88', '2.94 x 4.57', '3.78 x 3.35', '2.70 x 2.72', '3.39 x 7.22', '3.33 x 7.21']","['', '', '', '', '', '', '', '']",Sale,Detached,2-Storey,,Toronto,Stonegate-Queensway,3.0,,2.0,1.0,7.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,2.0,3.0,,,,,,,7109.97,2024.0,,,,,,75080105.0,Prince Edward Dr S & Glenellen Dr E,Toronto W07,,,,https://tours.bhtours.ca/175-prince-edward-drive-south-toronto/nb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Private,1.0,"LT 17,  PL 3617 ; ETOBICOKE ,  CITY OF TORONTO",W,43.0,150.0,Feet,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-03 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.640208,-79.5015682
719,2200000,26 Bluffwood Drive,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec']","['3.70 x 6.15', '3.70 x 3.90', '3.90 x 5.45', '3.65 x 6.10', '3.63 x 5.28', '3.40 x 3.70', '3.70 x 5.30', '3.25 x 3.55', '3.60 x 10.50']","['Hardwood Floor', 'Hardwood Floor', 'Ceramic Floor', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor, B/I Closet', '']",Sale,Detached,2-Storey,2500-3000,Toronto,Bayview Woods-Steeles,4.0,1.0,4.0,1.0,8.0,Y,,,,Central Air,Y,,,,Finished,N,Forced Air,Brick,Built-In,,,2.0,4.0,,,,,,,9756.54,2024.0,,,,,,100150140.0,LESLIE and STEELES,Toronto C15,,,,https://winsold.com/matterport/embed/375010/2gxsmausJ1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,No,Park,,,,1.0,Municipal,1.0,Private,2.0,"PARCEL 77-1,  SECTION M1725 LOT 77,  PLAN 66M1725,  TWP OF YORK/NORTH YORK",E,59.67,150.51,Feet,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-11-17 00:00:00.0,2:00 PM,5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8053468,-79.37586639999999
721,5380000,19 Hedgewood Road,"['Living', 'Dining', 'Family', 'Kitchen', 'Prim Bdrm', 'Office', '3rd Br', 'Rec']","['6.90 x 4.91', '4.98 x 3.81', '5.57 x 5.16', '6.46 x 3.29', '4.98 x 3.91', '3.44 x 3.73', '3.41 x 4.29', '6.78 x 3.39']","['Hardwood Floor, Window, W/O To Yard', 'Hardwood Floor, Window, O/Looks Backyard', 'Broadloom, Window, W/O To Yard', 'Hardwood Floor, Window', 'Broadloom, Closet, Combined W/Office', 'Broadloom, Window, Closet', 'Broadloom, Closet', 'W/O To Yard, 3 Pc Bath']",Sale,Detached,2-Storey,,Toronto,Bridle Path-Sunnybrook-York Mills,3.0,2.0,5.0,1.0,10.0,Y,,,,Central Air,Y,,,,Walk-Up,Y,Forced Air,Brick,Detached,,,4.0,6.0,,,,,,,24102.0,2024.0,,,,,,105370215.0,York Mills Rd & Yonge St,Toronto C12,,,,https://unbranded.youriguide.com/19_hedgewood_rd_toronto_on/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,No,Hospital,,,,,Municipal,,Private,2.0,"Lot 98,  Plan 1750 ; North York ; Subject To Execut",E,101.92,145.58,Feet,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7433424,-79.39783419999999
722,1139000,24 Castille Avenue,"['Foyer', 'Kitchen', 'Living', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', 'Living', 'Kitchen', 'Laundry', 'Utility', 'Rec']","['1.00 x 2.10', '3.80 x 2.80', '6.40 x 3.20', '6.40 x 3.20', '2.90 x 3.20', '2.40 x 3.20', '2.90 x 2.80', '4.90 x 3.20', '2.20 x 3.20', '2.50 x 2.70', '2.10 x 2.50', '3.20 x 6.00']","['Ceramic Floor, Closet', 'Ceramic Floor, Window', 'Hardwood Floor, Window', 'Hardwood Floor, Window', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Window, Closet', 'Ceramic Floor, Large Window', 'Ceramic Floor, Open Concept', 'Ceramic Floor, Laundry Sink, B/I Shelves', '', 'Ceramic Floor, Above Grade Window']",Sale,Detached,Bungalow,,Toronto,Wexford-Maryvale,3.0,2.0,2.0,1.0,6.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,4399.02,2024.0,,,,,,,Warden and Lawrence Avenue,Toronto E04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Fenced Yard,,,,2.0,Municipal,1.0,Private,2.0,"LOT 171,  PLAN 4539 SUBJECT TO SC156237 SCARBOROUGH",S,60.0,99.75,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7400475,-79.2906797
723,1275000,8B Lamont Avenue,[],[],[],Sale,Detached,2-Storey,,Toronto,Agincourt South-Malvern West,0.0,,0.0,0.0,0.0,N,,,,Central Air,N,,,,,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,2515.0,2023.0,,,,,,,Kennedy and Sheppard,Toronto E07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Available,2.0,PT LT 26 PL 3395 DESIGNATED AS PT 2 66R30282 CITY OF TORONTO,W,40.0,148.0,Feet,,,,,Other,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.745157,-73.8733079
724,1049000,4047 Old Dundas Street,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Office', 'Prim Bdrm', '2nd Br', 'Rec', 'Br', 'Office', 'Bathroom', 'Bathroom']","['2.44 x 1.25', '3.11 x 4.82', '3.11 x 3.00', '3.47 x 2.54', '2.46 x 2.54', '3.23 x 4.06', '3.15 x 2.44', '3.08 x 11.04', '3.11 x 3.57', '3.11 x 1.90', '2.10 x 2.90', '1.94 x 1.40']","['Tile Floor, Closet', 'Hardwood Floor, Skylight, Pot Lights', 'Hardwood Floor, Window', 'Stainless Steel Appl, Large Window, W/O To Yard', 'Tile Floor, Large Window', 'Hardwood Floor, Large Closet, Window', 'Hardwood Floor, Skylight, Closet', 'Brick Fireplace, Laminate, Window', 'Closet, Laminate, Window', 'Laminate, Closet', '4 Pc Bath', '3 Pc Bath']",Sale,Detached,Bungalow,,Toronto,Lambton Baby Point,2.0,1.0,2.0,1.0,7.0,N,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Brick,,,,0.0,0.0,,,,,,,5150.08,2024.0,,,,,,105260050.0,Dundas St & Scarlett Rd,Toronto W02,,,,https://www.youtube.com/watch?v=yypwoTMV4gU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,3.0,Municipal,0.0,Mutual,0.0,"PT BLK A PL 1915 TWP OF YORK; PT BLK D PL 816 TWP OF YORK AS IN CA704320; S/T & T/W CA704320; TORONTO (YORK),  CITY OF TORONTO",S,28.08,110.14,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6631024,-79.5029959
725,1888888,45 Enfield Avenue,"['Living', 'Dining', 'Kitchen', 'Family', '4th Br', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Kitchen', '5th Br']","['3.51 x 4.27', '2.59 x 3.25', '2.90 x 3.35', '3.89 x 6.32', '3.00 x 3.17', '3.51 x 4.22', '2.95 x 4.42', '2.39 x 3.43', '3.05 x 6.05', '2.59 x 6.02', '3.17 x 3.71']","['Hardwood Floor, Combined W/Dining', 'Hardwood Floor, Combined W/Living', 'Ceramic Floor, Ceramic Back Splash, B/I Appliances', 'Hardwood Floor, W/O To Patio', 'Hardwood Floor, Closet', 'Hardwood Floor, Double Closet, W/O To Balcony', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Laminate, Pot Lights', 'Ceramic Floor, Ceramic Back Splash, Pot Lights', 'Laminate, Pot Lights']",Sale,Detached,2-Storey,1500-2000,Toronto,Alderwood,4.0,2.0,4.0,2.0,8.0,Y,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Alum Siding,Attached,,,4.0,5.0,,,,,,,5493.42,2024.0,,,,,,75750233.0,Browns Line/Edgeware/Enfield,Toronto W06,,,,https://www.winsold.com/tour/375320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,,Municipal,,Private,1.0,"Lt 53,  Pl 3902 ; Etobicoke ,  City Of Toronto",W,34.0,140.0,Feet,Res,,,,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5922315,-79.5478603
