link,strikethrough_price,sold_price,property_type,address,bedrooms,bathrooms,garages
/on/vaughan-real-estate/115-killington-ave/home/MB5bO3xxGLv3kWVP/,"$1,199,000","$1,278,800",Detached,"115 Killington Ave , Vaughan - Kleinburg",,,
/on/ajax-real-estate/12-silvester-st/home/VLaGyG2EqrvYW1ZD/,"$749,000","$760,000",Freehold Townhouse,"12 Silvester St , Ajax - Central East",,,
/on/north-york-real-estate/1206-5-san-romano-way/home/L4KAX7NOLox3eRPJ/,"$379,900","$360,000",Condo Apt,"1206 - 5 San Romano Way , North York - Black Creek",,,
/on/toronto-real-estate/723-21-dale-ave/home/knbq6y1lQKMYo9DA/,"$745,000","$722,500",Co-Op Apt,"723 - 21 Dale Ave , Toronto - Rosedale-Moore Park",,,
/on/north-york-real-estate/13-mistflower-rd/home/aQmD7znK4mZ7J9Bo/,"$1,799,888","$1,675,000",Detached,"13 Mistflower Rd , North York - Hillcrest Village",,,
/on/scarborough-real-estate/84-pandora-circ/home/bqB176WBoe63ZajD/,"$878,000","$835,000",Detached,"84 Pandora Circ , Scarborough - Woburn",,,
/on/north-york-real-estate/23-benrubin-dr/home/mLzQ1y5LE8kYqdeK/,"$899,999","$1,057,980",Semi-Detached,"23 Benrubin Dr , North York - Humber Summit",,,
/on/etobicoke-real-estate/15-braddock-rd/home/DnM697kBOgoybmwe/,"$959,900","$989,000",Detached,"15 Braddock Rd , Etobicoke - West Humber-Clairville",,,
/on/mississauga-real-estate/228-65-bristol-rd-e/home/ZEXrx309dogYOklN/,"$519,900","$519,900",Condo Townhouse,"228 - 65 Bristol Rd E , Mississauga - Hurontario",,,
/on/toronto-real-estate/9-wadsworth-blvd/home/mZRW7naBNjPyEBO9/,"$988,000","$979,000",Detached,"9 Wadsworth Blvd , Toronto - Weston",,,
/on/markham-real-estate/24-holloway-rd/home/oK8OgYBKqKjyJmG2/,"$999,888","$1,245,000",Link,"24 Holloway Rd , Markham - Cedarwood",,,
/on/etobicoke-real-estate/2115-320-dixon-rd/home/mLzQ1y5olzj3qdeK/,"$399,888","$390,000",Condo Apt,"2115 - 320 Dixon Rd , Etobicoke - Kingsview Village-The Westway",,,
/on/vaughan-real-estate/143-napa-hill-crt/home/6VLaGyGn2WGYW1ZD/,"$1,878,800","$1,825,000",Detached,"143 Napa Hill Crt , Vaughan - Patterson",,,
/on/etobicoke-real-estate/211-350-mill-rd/home/02Zpj39nnogYDrK8/,"$789,000","$790,000",Condo Apt,"211 - 350 Mill Rd , Etobicoke - Eringate-Centennial-West Deane",,,
/on/mississauga-real-estate/703-220-forum-dr/home/BXeEn7XKeADyrPo8/,"$519,000","$507,500",Condo Apt,"703 - 220 Forum Dr , Mississauga - Hurontario",,,
/on/brampton-real-estate/44-napoleon-cres/home/BGMnKYqXlJe3w1Qr/,"$999,999","$980,000",Link,"44 Napoleon Cres , Brampton - Bram East",,,
/on/toronto-real-estate/32-rosevear-ave/home/bEDRYagLGD171VaB/,"$889,000","$840,000",Detached,"32 Rosevear Ave , Toronto - Crescent Town",,,
/on/toronto-real-estate/122-barker-ave/home/dXawjy410Dw7rR18/,"$1,349,000","$1,335,000",Detached,"122 Barker Ave , Toronto - Danforth Village-East York",,,
/on/north-york-real-estate/322b-empress-ave/home/gJRv53K0gZDYVPW4/,"$2,688,000","$2,658,000",Detached,"322B Empress Ave , North York - Willowdale East",,,
/on/toronto-real-estate/45-birch-ave/home/jAXw7Qw1B8QYQOzg/,"$1,995,000","$1,975,000",Freehold Townhouse,"45 Birch Ave , Toronto - Yonge-St. Clair",,,
/on/vaughan-real-estate/38-rejane-cres/home/weQp5yOzgxBYd0ZE/,"$1,145,888","$1,120,000",Link,"38 Rejane Cres , Vaughan - Crestwood-Springfarm-Yorkhill",,,
/on/toronto-real-estate/6-balfour-ave/home/2Zpj39ENOLz3DrK8/,"$999,000","$1,025,000",Detached,"6 Balfour Ave , Toronto - Crescent Town",,,
/on/toronto-real-estate/521-585-bloor-st-e/home/56k97wqoE8OYKRjD/,"$498,888","$595,000",Condo Apt,"521 - 585 Bloor St E , Toronto - North St. James Town",,,
/on/north-york-real-estate/115-1200-don-mills-rd/home/obqB176N5Od7ZajD/,"$1,399,900","$1,237,500",Condo Apt,"115 - 1200 Don Mills Rd , North York - Banbury-Don Mills",,,
/on/toronto-real-estate/368-markham-st/home/ZEXrx30zDEJyOklN/,"$5,250,000","$4,875,000",Semi-Detached,"368 Markham St , Toronto - Palmerston-Little Italy",,,
/on/scarborough-real-estate/1604-100-prudential-dr/home/L4KAX7NEB6oyeRPJ/,"$479,999","$470,000",Condo Apt,"1604 - 100 Prudential Dr , Scarborough - Dorset Park",,,
/on/toronto-real-estate/4408-1-king-st-w/home/ZEXrx30k8Xn7OklN/,"$419,000","$402,000",Condo Apt,"4408 - 1 King St W , Toronto - Bay Street Corridor",,,
/on/toronto-real-estate/4408-1-king-st-w/home/ZEXrx30k8Xn7OklN/,"$419,000","$402,000",Condo Apt,"4408 - 1 King St W , Toronto - Bay Street Corridor",,,
/on/vaughan-real-estate/904-12-woodstream-blvd/home/LzQ1y5EoalwyqdeK/,"$595,000","$570,000",Condo Apt,"904 - 12 Woodstream Blvd , Vaughan - Vaughan Grove",,,
/on/north-york-real-estate/801-10-tangreen-crt/home/B5bO3xXGdAk3kWVP/,"$425,000","$488,000",Condo Apt,"801 - 10 Tangreen Crt , North York - Newtonbrook West",,,
/on/scarborough-real-estate/home/6VLaGyGPebG7W1ZD/,$-,,,"33 Budworth Dr S , Scarborough - West Hill",,,
/on/toronto-real-estate/1088-pape-ave/home/GMnKYqpNx2R3w1Qr/,"$849,000","$820,000",Semi-Detached,"1088 Pape Ave , Toronto - East York",,,
/on/markham-real-estate/1208-180-enterprise-blvd/home/0Zaw5YoaEpm7n961/,"$688,888","$680,000",Condo Apt,"1208 - 180 Enterprise Blvd , Markham - Unionville",,,
/on/markham-real-estate/175-golden-ave/home/owJKR7Pjge1YXeLP/,"$1,579,000","$1,552,000",Detached,"175 Golden Ave , Markham - Middlefield",,,
/on/toronto-real-estate/7-woodycrest-ave/home/mLzQ1y5KaWm3qdeK/,"$1,388,000","$2,000,000",Semi-Detached,"7 Woodycrest Ave , Toronto - Danforth",,,
/on/scarborough-real-estate/105-gilroy-dr/home/6VLaGyGkdD0yW1ZD/,"$999,999","$1,000,000",Detached,"105 Gilroy Dr , Scarborough - Dorset Park",,,
/on/toronto-real-estate/3216-11-brunel-crt/home/b1DBW7Rw60L3qlAp/,"$428,000","$460,000",Condo Apt,"3216 - 11 Brunel Crt , Toronto - Waterfront Communities C1",,,
/on/scarborough-real-estate/3632a-st-clair-ave-e/home/xLkv3V9adwm7DBNr/,"$699,900","$750,000",Freehold Townhouse,"3632A St Clair Ave E , Scarborough - Cliffcrest",,,
/on/scarborough-real-estate/102-fitzgibbon-ave/home/9w8o3m5pzMo3GKjm/,"$875,000","$855,000",Detached,"102 Fitzgibbon Ave , Scarborough - Bendale",,,
/on/toronto-real-estate/1233-15-merchants-wharf-rd/home/b1DBW7R2o0x7qlAp/,"$999,000","$1,200,000",Condo Apt,"1233 - 15 Merchants' Wharf Rd , Toronto - Waterfront Communities C8",,,
/on/vaughan-real-estate/32-dimarino-dr/home/JjAXw7QDqwayQOzg/,"$2,099,000","$1,978,000",Detached,"32 Dimarino Dr , Vaughan - Patterson",,,
/on/toronto-real-estate/695-richmond-st-w/home/9w8o3m5pk423GKjm/,"$3,995,000","$3,850,000",Detached,"695 Richmond St W , Toronto - Niagara",,,
/on/pickering-real-estate/120-copley-st/home/a6zqW7dNd1eY5eZE/,"$1,099,900","$1,065,000",Detached,"120 Copley St , Pickering - Highbush",,,
/on/north-york-real-estate/38-elvaston-dr/home/5VXv3lXeLMN3j2q8/,"$1,048,000","$1,100,000",Detached,"38 Elvaston Dr , North York - Victoria Village",,,
/on/north-york-real-estate/56-robingrove-rd/home/zVwod7vQGrry5mGN/,"$1,558,000","$1,450,000",Detached,"56 Robingrove Rd , North York - Westminster-Branson",,,
/on/north-york-real-estate/202-cameron-ave/home/BGMnKYqX01K3w1Qr/,"$2,588,000","$2,475,000",Detached,"202 Cameron Ave , North York - Lansing-Westgate",,,
/on/toronto-real-estate/49-weybourne-cres/home/damgL7AAnl7Z1MW2/,"$5,595,000","$5,325,000",Detached,"49 Weybourne Cres , Toronto - Lawrence Park South",,,
/on/north-york-real-estate/195-banbury-rd/home/J6Em7bna5ox7XBeq/,"$2,659,000","$2,550,000",Detached,"195 Banbury Rd , North York - Banbury-Don Mills",,,
/on/vaughan-real-estate/1108-7300-yonge-st/home/GMnKYqpLgD63w1Qr/,"$859,000","$800,000",Condo Apt,"1108 - 7300 Yonge St , Vaughan - Crestwood-Springfarm-Yorkhill",,,
/on/toronto-real-estate/2013-260-scarlett-rd-e/home/zVwod7vodZG35mGN/,"$669,990","$660,000",Condo Apt,"2013 - 260 Scarlett Rd , Toronto - Rockcliffe-Smythe",,,
/on/toronto-real-estate/103-dunn-ave/home/xLkv3V9X2mZ7DBNr/,"$2,499,000","$2,300,000",Detached,"103 Dunn Ave , Toronto - South Parkdale",,,
/on/toronto-real-estate/695-richmond-st-w/home/9w8o3m5pk423GKjm/,"$3,995,000","$3,850,000",Detached,"695 Richmond St W , Toronto - Niagara",,,
/on/north-york-real-estate/56-robingrove-rd/home/zVwod7vQGrry5mGN/,"$1,558,000","$1,450,000",Detached,"56 Robingrove Rd , North York - Westminster-Branson",,,
/on/north-york-real-estate/38-elvaston-dr/home/5VXv3lXeLMN3j2q8/,"$1,048,000","$1,100,000",Detached,"38 Elvaston Dr , North York - Victoria Village",,,
/on/north-york-real-estate/202-cameron-ave/home/BGMnKYqX01K3w1Qr/,"$2,588,000","$2,475,000",Detached,"202 Cameron Ave , North York - Lansing-Westgate",,,
/on/north-york-real-estate/34-mandel-cres/home/BGMnKYqpPrb3w1Qr/,"$1,598,000","$1,600,000",Detached,"34 Mandel Cres , North York - Bayview Woods-Steeles",,,
/on/toronto-real-estate/49-weybourne-cres/home/damgL7AAnl7Z1MW2/,"$5,595,000","$5,325,000",Detached,"49 Weybourne Cres , Toronto - Lawrence Park South",,,
/on/north-york-real-estate/p2-117-56-forest-manor-dr/home/Z5BX32zNOvb3Dar0/,"$49,900","$45,000",Parking Space,"P2 117 - 56 Forest Manr , North York - Henry Farm",,,
/on/etobicoke-real-estate/50-st-andrews-blvd/home/bEDRYagLna571VaB/,"$1,199,900","$1,300,000",Detached,"50 St Andrews Blvd , Etobicoke - Kingsview Village-The Westway",,,
/on/markham-real-estate/66-turnhouse-cres/home/damgL7Akgw5YZ1MW/,"$1,150,000","$1,115,000",Semi-Detached,"66 Turnhouse Cres , Markham - Box Grove",,,
/on/pickering-real-estate/120-copley-st/home/a6zqW7dNd1eY5eZE/,"$1,099,900","$1,065,000",Detached,"120 Copley St , Pickering - Highbush",,,
/on/pickering-real-estate/1290-old-orchard-ave/home/d0ZxwR7MgVYKabBA/,"$1,269,900","$1,210,000",Detached,"12 - 1290 Old Orchard Ave , Pickering - Bay Ridges",,,
/on/toronto-real-estate/410-333-adelaide-st-e/home/NAKv53DxmQ63MnxB/,"$599,000","$599,000",Condo Apt,"410 - 333 Adelaide St E , Toronto - Moss Park",,,
/on/toronto-real-estate/90-sutherland-dr/home/BGMnKYqlA1B3w1Qr/,"$2,195,000","$2,302,000",Detached,"90 Sutherland Dr , Toronto - Leaside",,,
/on/pickering-real-estate/736-west-shore-blvd/home/LzQ1y5EoXl4yqdeK/,"$1,099,000","$1,125,000",Detached,"736 West Shore Blvd , Pickering - West Shore",,,
/on/scarborough-real-estate/545-mccowan-rd/home/amgL7A48VaEyZ1MW/,"$1,059,000","$1,025,000",Detached,"545 Mccowan Rd , Scarborough - Bendale",,,
/on/toronto-real-estate/23-bowmore-rd/home/nM697k54owgYbmwe/,"$875,000","$855,000",Semi-Detached,"23 Bowmore Rd , Toronto - Woodbine Corridor",,,
/on/scarborough-real-estate/602-180-markham-rd/home/amgL7A4lwB5yZ1MW/,"$515,000","$505,000",Condo Apt,"602 - 180 Markham Rd , Scarborough - Scarborough Village",,,
/on/toronto-real-estate/26-winona-dr/home/x9w8o3mm423GKjm0/,"$1,429,000","$1,418,036",Semi-Detached,"26 Winona Dr , Toronto - Wychwood",,,
/on/toronto-real-estate/23-bowmore-rd/home/nM697k54owgYbmwe/,"$875,000","$855,000",Semi-Detached,"23 Bowmore Rd , Toronto - Woodbine Corridor",,,
/on/toronto-real-estate/84-belgravia-ave/home/ZxwR7MwlmxzYKabB/,"$999,000","$960,000",Detached,"84 Belgravia Ave , Toronto - Briar Hill-Belgravia",,,
/on/richmond-hill-real-estate/16-lagani-ave/home/0A9X3jPrnW1yvgxV/,"$2,288,000","$2,150,000",Detached,"16 Lagani Ave , Richmond Hill - Doncrest",,,
/on/scarborough-real-estate/20-perivale-cres/home/B5bO3xXG81V3kWVP/,"$979,000","$1,054,000",Detached,"20 Perivale Cres , Scarborough - Bendale",,,
/on/toronto-real-estate/140-1173-dundas-st-e/home/oK8OgYB4E4x7JmG2/,"$949,900","$965,200",Condo Apt,"140 - 1173 Dundas St E , Toronto - South Riverdale",,,
/on/toronto-real-estate/1216-801-king-st-w/home/eQp5yO8Ja9J7d0ZE/,"$595,000","$595,000",Condo Apt,"1216 - 801 King St W , Toronto - Niagara",,,
/on/vaughan-real-estate/132-4800-highway-7/home/nbq6y10z0E0Yo9DA/,"$649,990","$630,000",Condo Apt,"132 - 4800 Highway 7 , Vaughan - East Woodbridge",,,
/on/toronto-real-estate/301-30-hayden-st/home/L5VXv3ljLbxyj2q8/,"$499,900","$460,000",Condo Apt,"301 - 30 Hayden St , Toronto - Church-Yonge Corridor",,,
/on/mississauga-real-estate/3041-golden-orchard-dr/home/mZRW7narWPPyEBO9/,"$2,750,000","$2,700,000",Detached,"3041 Golden Orchard Dr , Mississauga - Applewood",,,
/on/markham-real-estate/921e-8110-birchmount-rd/home/DO1w3WqVZA6y8Jg0/,"$1,098,000","$1,000,000",Condo Apt,"921E - 8110 Birchmount Rd , Markham - Unionville",,,
/on/mississauga-real-estate/1204-510-curran-pl/home/ZEXrx30xLjn3OklN/,"$633,000","$633,000",Condo Apt,"1204 - 510 Curran Pl , Mississauga - City Centre",,,
/on/toronto-real-estate/2403-99-john-st/home/B5bO3xXq85k3kWVP/,"$499,990","$599,900",Condo Apt,"2403 - 99 John St , Toronto - Waterfront Communities C1",,,
/on/north-york-real-estate/16-florida-cres/home/gAaOyL8Nj5NyGxMb/,"$999,900","$970,000",Detached,"16 Florida Cres , North York - Humbermede",,,
/on/toronto-real-estate/18-perth-ave/home/6VLaGyGJPGaYW1ZD/,"$1,449,000","$1,340,000",Freehold Townhouse,"18 Perth Ave , Toronto - Dufferin Grove",,,
/on/north-york-real-estate/422-10-sunrise-ave/home/RdXze3emNGv38m9K/,"$614,900","$590,000",Condo Apt,"422 - 10 Sunrise Ave , North York - Victoria Village",,,
/on/toronto-real-estate/1406-260-heath-st-w/home/B5bO3xXGGLg3kWVP/,"$599,000","$605,000",Condo Apt,"1406 - 260 Heath St W , Toronto - Forest Hill South",,,
/on/toronto-real-estate/1811-100-quebec-ave/home/Vwod7vrQMpD75mGN/,"$1,049,950","$986,000",Condo Apt,"1811 - 100 Quebec Ave , Toronto - High Park North",,,
/on/ajax-real-estate/50-beer-cres/home/BXeEn7XnL0YrPo8d/,"$850,000","$815,000",Freehold Townhouse,"50 Beer Cres , Ajax - South East",,,
/on/scarborough-real-estate/602-180-markham-rd/home/amgL7A4lwB5yZ1MW/,"$515,000","$505,000",Condo Apt,"602 - 180 Markham Rd , Scarborough - Scarborough Village",,,
/on/toronto-real-estate/26-winona-dr/home/x9w8o3mm423GKjm0/,"$1,429,000","$1,418,036",Semi-Detached,"26 Winona Dr , Toronto - Wychwood",,,
/on/toronto-real-estate/23-bowmore-rd/home/nM697k54owgYbmwe/,"$875,000","$855,000",Semi-Detached,"23 Bowmore Rd , Toronto - Woodbine Corridor",,,
/on/toronto-real-estate/84-belgravia-ave/home/ZxwR7MwlmxzYKabB/,"$999,000","$960,000",Detached,"84 Belgravia Ave , Toronto - Briar Hill-Belgravia",,,
/on/richmond-hill-real-estate/16-lagani-ave/home/0A9X3jPrnW1yvgxV/,"$2,288,000","$2,150,000",Detached,"16 Lagani Ave , Richmond Hill - Doncrest",,,
/on/scarborough-real-estate/20-perivale-cres/home/B5bO3xXG81V3kWVP/,"$979,000","$1,054,000",Detached,"20 Perivale Cres , Scarborough - Bendale",,,
/on/toronto-real-estate/140-1173-dundas-st-e/home/oK8OgYB4E4x7JmG2/,"$949,900","$965,200",Condo Apt,"140 - 1173 Dundas St E , Toronto - South Riverdale",,,
/on/toronto-real-estate/1216-801-king-st-w/home/eQp5yO8Ja9J7d0ZE/,"$595,000","$595,000",Condo Apt,"1216 - 801 King St W , Toronto - Niagara",,,
/on/vaughan-real-estate/132-4800-highway-7/home/nbq6y10z0E0Yo9DA/,"$649,990","$630,000",Condo Apt,"132 - 4800 Highway 7 , Vaughan - East Woodbridge",,,
/on/toronto-real-estate/301-30-hayden-st/home/L5VXv3ljLbxyj2q8/,"$499,900","$460,000",Condo Apt,"301 - 30 Hayden St , Toronto - Church-Yonge Corridor",,,
/on/mississauga-real-estate/3041-golden-orchard-dr/home/mZRW7narWPPyEBO9/,"$2,750,000","$2,700,000",Detached,"3041 Golden Orchard Dr , Mississauga - Applewood",,,
/on/markham-real-estate/921e-8110-birchmount-rd/home/DO1w3WqVZA6y8Jg0/,"$1,098,000","$1,000,000",Condo Apt,"921E - 8110 Birchmount Rd , Markham - Unionville",,,
/on/mississauga-real-estate/1204-510-curran-pl/home/ZEXrx30xLjn3OklN/,"$633,000","$633,000",Condo Apt,"1204 - 510 Curran Pl , Mississauga - City Centre",,,
/on/toronto-real-estate/2403-99-john-st/home/B5bO3xXq85k3kWVP/,"$499,990","$599,900",Condo Apt,"2403 - 99 John St , Toronto - Waterfront Communities C1",,,
/on/north-york-real-estate/16-florida-cres/home/gAaOyL8Nj5NyGxMb/,"$999,900","$970,000",Detached,"16 Florida Cres , North York - Humbermede",,,
/on/toronto-real-estate/18-perth-ave/home/6VLaGyGJPGaYW1ZD/,"$1,449,000","$1,340,000",Freehold Townhouse,"18 Perth Ave , Toronto - Dufferin Grove",,,
/on/north-york-real-estate/422-10-sunrise-ave/home/RdXze3emNGv38m9K/,"$614,900","$590,000",Condo Apt,"422 - 10 Sunrise Ave , North York - Victoria Village",,,
/on/toronto-real-estate/1406-260-heath-st-w/home/B5bO3xXGGLg3kWVP/,"$599,000","$605,000",Condo Apt,"1406 - 260 Heath St W , Toronto - Forest Hill South",,,
/on/toronto-real-estate/1811-100-quebec-ave/home/Vwod7vrQMpD75mGN/,"$1,049,950","$986,000",Condo Apt,"1811 - 100 Quebec Ave , Toronto - High Park North",,,
/on/ajax-real-estate/50-beer-cres/home/BXeEn7XnL0YrPo8d/,"$850,000","$815,000",Freehold Townhouse,"50 Beer Cres , Ajax - South East",,,
/on/pickering-real-estate/1734-wollaston-crt/home/knbq6y1lgM4Yo9DA/,"$929,999","$895,000",Detached,"1734 Wollaston Crt , Pickering - Liverpool",,,
/on/markham-real-estate/a802-8119-birchmount-rd/home/56k97wqX5NnYKRjD/,"$689,990","$668,800",Condo Apt,"A802 - 8119 Birchmount Rd , Markham - Unionville",,,
/on/etobicoke-real-estate/132-50-carnation-ave/home/DO1w3Wqrxooy8Jg0/,"$779,000","$725,000",Condo Townhouse,"132 - 50 Carnation Ave , Etobicoke - Long Branch",,,
/on/mississauga-real-estate/1710-4085-parkside-village-dr/home/wJKR7P8dEO17XeLP/,"$589,900","$580,000",Condo Apt,"1710 - 4085 Parkside Village Dr , Mississauga - City Centre",,,
/on/etobicoke-real-estate/710-2855-bloor-st-w/home/damgL7APpQbyZ1MW/,"$1,845,000","$1,850,000",Condo Apt,"710 - 2855 Bloor St W , Etobicoke - Stonegate-Queensway",,,
/on/etobicoke-real-estate/21-golfcrest-rd/home/MB5bO3xWlNQ7kWVP/,"$4,898,000","$4,600,000",Detached,"21 Golfcrest Rd , Etobicoke - Princess-Rosethorn",,,
/on/mississauga-real-estate/ph06-1100-caven-st/home/0J6Em7blm88YXBeq/,"$559,000","$545,000",Condo Apt,"PH06 - 1100 Caven St , Mississauga - Lakeview",,,
/on/markham-real-estate/16-simsbury-crt/home/kbEDRYa5EJQY1VaB/,"$1,598,000","$1,688,000",Detached,"16 Simsbury Crt , Markham - Milliken Mills West",,,
/on/pickering-real-estate/1374-garvolin-ave/home/JKdOYrGb08ly54lW/,"$899,000","$933,000",Semi-Detached,"1374 Garvolin Ave , Pickering - Bay Ridges",,,
/on/north-york-real-estate/1-shadwell-pl/home/Z5BX32zwmvX3Dar0/,"$1,698,800","$1,700,000",Detached,"1 Shadwell Pl , North York - Banbury-Don Mills",,,
/on/mississauga-real-estate/uph-6-25-fairview-rd-w/home/gaQmD7zGav23J9Bo/,"$949,900","$900,000",Condo Apt,"UPH 6 - 25 Fairview Rd W , Mississauga - Fairview",,,
/on/richmond-hill-real-estate/802-396-highway-7-e/home/5xLkv3V91N67DBNr/,"$808,000","$780,000",Condo Apt,"802 - 396 Highway 7 E , Richmond Hill - Doncrest",,,
/on/markham-real-estate/51-frederick-wilson-ave/home/owJKR7PBELgYXeLP/,"$920,000","$899,000",Condo Townhouse,"51 Frederick Wilson Ave , Markham - Cornell",,,
/on/scarborough-real-estate/2-50-verne-cres-w/home/510Qqyp4Mr6yLGlV/,"$850,999","$840,000",Condo Townhouse,"2 - 50 Verne Cres , Scarborough - Malvern",,,
/on/toronto-real-estate/262-havelock-st/home/Xawjy41w6zN7rR18/,"$1,399,900","$1,340,000",Semi-Detached,"262 Havelock St , Toronto - Dufferin Grove",,,
/on/scarborough-real-estate/816-68-grangeway-ave/home/obqB176J2zd7ZajD/,"$484,900","$470,000",Condo Apt,"816 - 68 Grangeway Ave , Scarborough - Woburn",,,
/on/vaughan-real-estate/203-5279-highway-7/home/mZRW7nae65VyEBO9/,"$699,999","$690,000",Condo Townhouse,"203 - 5279 Highway 7 , Vaughan - Vaughan Grove",,,
/on/vaughan-real-estate/4509-7890-jane-st/home/4KAX7NO14jV3eRPJ/,"$668,000","$648,000",Condo Apt,"4509 - 7890 Jane St , Vaughan - Vaughan Corporate Centre",,,
/on/north-york-real-estate/24-nordale-cres/home/JKdOYrGrlQly54lW/,"$1,900,000","$1,900,000",Detached,"24 Nordale Cres , North York - Brookhaven-Amesbury",,,
/on/toronto-real-estate/2314-55-harbour-sq/home/0MWBVyZQd2gYKemj/,"$1,280,000","$1,170,000",Condo Apt,"2314 - 55 Harbour Sq , Toronto - Waterfront Communities C1",,,
/on/pickering-real-estate/1734-wollaston-crt/home/knbq6y1lgM4Yo9DA/,"$929,999","$895,000",Detached,"1734 Wollaston Crt , Pickering - Liverpool",,,
/on/markham-real-estate/a802-8119-birchmount-rd/home/56k97wqX5NnYKRjD/,"$689,990","$668,800",Condo Apt,"A802 - 8119 Birchmount Rd , Markham - Unionville",,,
/on/etobicoke-real-estate/132-50-carnation-ave/home/DO1w3Wqrxooy8Jg0/,"$779,000","$725,000",Condo Townhouse,"132 - 50 Carnation Ave , Etobicoke - Long Branch",,,
/on/mississauga-real-estate/1710-4085-parkside-village-dr/home/wJKR7P8dEO17XeLP/,"$589,900","$580,000",Condo Apt,"1710 - 4085 Parkside Village Dr , Mississauga - City Centre",,,
/on/etobicoke-real-estate/710-2855-bloor-st-w/home/damgL7APpQbyZ1MW/,"$1,845,000","$1,850,000",Condo Apt,"710 - 2855 Bloor St W , Etobicoke - Stonegate-Queensway",,,
/on/etobicoke-real-estate/21-golfcrest-rd/home/MB5bO3xWlNQ7kWVP/,"$4,898,000","$4,600,000",Detached,"21 Golfcrest Rd , Etobicoke - Princess-Rosethorn",,,
/on/mississauga-real-estate/ph06-1100-caven-st/home/0J6Em7blm88YXBeq/,"$559,000","$545,000",Condo Apt,"PH06 - 1100 Caven St , Mississauga - Lakeview",,,
/on/markham-real-estate/16-simsbury-crt/home/kbEDRYa5EJQY1VaB/,"$1,598,000","$1,688,000",Detached,"16 Simsbury Crt , Markham - Milliken Mills West",,,
/on/pickering-real-estate/1374-garvolin-ave/home/JKdOYrGb08ly54lW/,"$899,000","$933,000",Semi-Detached,"1374 Garvolin Ave , Pickering - Bay Ridges",,,
/on/north-york-real-estate/1-shadwell-pl/home/Z5BX32zwmvX3Dar0/,"$1,698,800","$1,700,000",Detached,"1 Shadwell Pl , North York - Banbury-Don Mills",,,
/on/mississauga-real-estate/uph-6-25-fairview-rd-w/home/gaQmD7zGav23J9Bo/,"$949,900","$900,000",Condo Apt,"UPH 6 - 25 Fairview Rd W , Mississauga - Fairview",,,
/on/richmond-hill-real-estate/802-396-highway-7-e/home/5xLkv3V91N67DBNr/,"$808,000","$780,000",Condo Apt,"802 - 396 Highway 7 E , Richmond Hill - Doncrest",,,
/on/markham-real-estate/51-frederick-wilson-ave/home/owJKR7PBELgYXeLP/,"$920,000","$899,000",Condo Townhouse,"51 Frederick Wilson Ave , Markham - Cornell",,,
/on/scarborough-real-estate/2-50-verne-cres-w/home/510Qqyp4Mr6yLGlV/,"$850,999","$840,000",Condo Townhouse,"2 - 50 Verne Cres , Scarborough - Malvern",,,
/on/toronto-real-estate/262-havelock-st/home/Xawjy41w6zN7rR18/,"$1,399,900","$1,340,000",Semi-Detached,"262 Havelock St , Toronto - Dufferin Grove",,,
/on/scarborough-real-estate/816-68-grangeway-ave/home/obqB176J2zd7ZajD/,"$484,900","$470,000",Condo Apt,"816 - 68 Grangeway Ave , Scarborough - Woburn",,,
/on/vaughan-real-estate/203-5279-highway-7/home/mZRW7nae65VyEBO9/,"$699,999","$690,000",Condo Townhouse,"203 - 5279 Highway 7 , Vaughan - Vaughan Grove",,,
/on/vaughan-real-estate/4509-7890-jane-st/home/4KAX7NO14jV3eRPJ/,"$668,000","$648,000",Condo Apt,"4509 - 7890 Jane St , Vaughan - Vaughan Corporate Centre",,,
/on/north-york-real-estate/24-nordale-cres/home/JKdOYrGrlQly54lW/,"$1,900,000","$1,900,000",Detached,"24 Nordale Cres , North York - Brookhaven-Amesbury",,,
/on/toronto-real-estate/2314-55-harbour-sq/home/0MWBVyZQd2gYKemj/,"$1,280,000","$1,170,000",Condo Apt,"2314 - 55 Harbour Sq , Toronto - Waterfront Communities C1",,,
/on/toronto-real-estate/262-havelock-st/home/Xawjy41w6zN7rR18/,"$1,399,900","$1,340,000",Semi-Detached,"262 Havelock St , Toronto - Dufferin Grove",,,
/on/scarborough-real-estate/816-68-grangeway-ave/home/obqB176J2zd7ZajD/,"$484,900","$470,000",Condo Apt,"816 - 68 Grangeway Ave , Scarborough - Woburn",,,
/on/ajax-real-estate/48-kings-cres/home/nM697k5rxL6Ybmwe/,"$949,000","$915,000",Detached,"48 Kings Cres , Ajax - South East",,,
/on/etobicoke-real-estate/25-finchley-rd/home/NAKv53DDmOk3MnxB/,"$3,450,000","$3,370,000",Detached,"25 Finchley Rd , Etobicoke - Edenbridge-Humber Valley",,,
/on/toronto-real-estate/1003-1121-bay-st/home/0Zaw5Yojmj23n961/,"$549,900","$527,500",Condo Apt,"1003 - 1121 Bay St , Toronto - Bay Street Corridor",,,
/on/north-york-real-estate/75-winston-park-blvd/home/5VXv3lXovGE3j2q8/,"$996,000","$975,000",Detached,"75 Winston Park Blvd , North York - Downsview-Roding-CFB",,,
/on/north-york-real-estate/274-dunview-ave/home/0Zaw5YoevlL7n961/,"$3,688,000","$3,365,000",Detached,"274 Dunview Ave , North York - Willowdale East",,,
